21/03/2017 09:48:24	     1.000 MHz	  3.9 V/m	-26.9 dBm	OK
21/03/2017 09:48:29	     1.010 MHz	  4.1 V/m	-24.4 dBm	OK
21/03/2017 09:48:32	     1.020 MHz	  5.1 V/m	-24.4 dBm	OK
21/03/2017 09:48:36	     1.030 MHz	  4.1 V/m	-24.4 dBm	OK
21/03/2017 09:48:40	     1.041 MHz	  5.1 V/m	-24.4 dBm	OK
21/03/2017 09:48:44	     1.051 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:48:48	     1.062 MHz	  5.0 V/m	-24.4 dBm	OK
21/03/2017 09:48:52	     1.072 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:48:56	     1.083 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:48:59	     1.094 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:49:02	     1.105 MHz	  4.8 V/m	-24.4 dBm	OK
21/03/2017 09:49:05	     1.116 MHz	  4.1 V/m	-24.4 dBm	OK
21/03/2017 09:49:09	     1.127 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:49:12	     1.138 MHz	  4.7 V/m	-24.4 dBm	OK
21/03/2017 09:49:16	     1.149 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:19	     1.161 MHz	  4.7 V/m	-24.4 dBm	OK
21/03/2017 09:49:23	     1.173 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:26	     1.184 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:49:30	     1.196 MHz	  4.7 V/m	-24.4 dBm	OK
21/03/2017 09:49:34	     1.208 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:37	     1.220 MHz	  4.7 V/m	-24.4 dBm	OK
21/03/2017 09:49:40	     1.232 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:43	     1.245 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:47	     1.257 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:49:50	     1.270 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:49:53	     1.282 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:49:56	     1.295 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:00	     1.308 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:03	     1.321 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:50:07	     1.335 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:10	     1.348 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:14	     1.361 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:50:19	     1.375 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:22	     1.389 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:25	     1.403 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:29	     1.417 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:50:32	     1.431 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:35	     1.445 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:39	     1.460 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:42	     1.474 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:50:46	     1.489 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:49	     1.504 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:50:53	     1.519 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:50:56	     1.534 MHz	  4.1 V/m	-24.4 dBm	OK
21/03/2017 09:51:00	     1.549 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:51:04	     1.565 MHz	  4.1 V/m	-24.4 dBm	OK
21/03/2017 09:51:08	     1.580 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:51:11	     1.596 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:51:15	     1.612 MHz	  4.7 V/m	-24.4 dBm	OK
21/03/2017 09:51:19	     1.628 MHz	  4.3 V/m	-24.4 dBm	OK
21/03/2017 09:51:22	     1.645 MHz	  4.5 V/m	-24.4 dBm	OK
21/03/2017 09:51:26	     1.661 MHz	  4.8 V/m	-24.4 dBm	OK
21/03/2017 09:51:31	     1.678 MHz	  4.1 V/m	-24.4 dBm	OK
