01/11/2017 13:04:49	     0.150 MHz	 11.2 V/m	-13.1 dBm	OK
01/11/2017 13:04:55	     0.160 MHz	 11.2 V/m	-14.3 dBm	OK
01/11/2017 13:04:59	     0.170 MHz	 11.2 V/m	-14.5 dBm	OK
01/11/2017 13:05:03	     0.180 MHz	 11.2 V/m	-14.7 dBm	OK
01/11/2017 13:05:07	     0.190 MHz	 11.2 V/m	-15.0 dBm	OK
01/11/2017 13:05:11	     0.200 MHz	 11.2 V/m	-15.2 dBm	OK
01/11/2017 13:05:15	     0.210 MHz	 11.2 V/m	-15.3 dBm	OK
01/11/2017 13:05:19	     0.220 MHz	 11.2 V/m	-15.6 dBm	OK
01/11/2017 13:05:22	     0.230 MHz	 11.2 V/m	-15.6 dBm	OK
01/11/2017 13:05:26	     0.240 MHz	 11.2 V/m	-15.8 dBm	OK
01/11/2017 13:05:29	     0.250 MHz	 11.2 V/m	-15.9 dBm	OK
01/11/2017 13:05:33	     0.260 MHz	 11.2 V/m	-16.0 dBm	OK
01/11/2017 13:05:36	     0.270 MHz	 11.2 V/m	-16.1 dBm	OK
01/11/2017 13:05:40	     0.280 MHz	 11.2 V/m	-16.3 dBm	OK
01/11/2017 13:05:43	     0.290 MHz	 11.2 V/m	-16.3 dBm	OK
01/11/2017 13:05:47	     0.300 MHz	 11.2 V/m	-16.3 dBm	OK
01/11/2017 13:05:51	     0.310 MHz	 11.2 V/m	-16.4 dBm	OK
01/11/2017 13:05:54	     0.320 MHz	 11.2 V/m	-16.4 dBm	OK
01/11/2017 13:05:58	     0.330 MHz	 11.2 V/m	-16.5 dBm	OK
01/11/2017 13:06:01	     0.340 MHz	 11.2 V/m	-16.5 dBm	OK
01/11/2017 13:06:05	     0.350 MHz	 11.2 V/m	-16.6 dBm	OK
01/11/2017 13:06:09	     0.360 MHz	 11.2 V/m	-16.6 dBm	OK
01/11/2017 13:06:12	     0.370 MHz	 11.2 V/m	-16.6 dBm	OK
01/11/2017 13:06:16	     0.380 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:19	     0.390 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:22	     0.400 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:25	     0.410 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:28	     0.420 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:31	     0.430 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:34	     0.440 MHz	 11.2 V/m	-16.7 dBm	OK
01/11/2017 13:06:38	     0.450 MHz	 11.2 V/m	-16.8 dBm	OK
01/11/2017 13:06:41	     0.460 MHz	 11.2 V/m	-16.8 dBm	OK
01/11/2017 13:06:44	     0.470 MHz	 11.2 V/m	-16.8 dBm	OK
01/11/2017 13:06:47	     0.480 MHz	 11.2 V/m	-16.8 dBm	OK
01/11/2017 13:06:50	     0.490 MHz	 11.2 V/m	-16.8 dBm	OK
