08/11/2016 15:22:21	     1.000 MHz	  4.3 V/m	-29.6 dBm	OK
08/11/2016 15:22:25	     1.010 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:28	     1.020 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:32	     1.030 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:36	     1.041 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:40	     1.051 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:43	     1.062 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:47	     1.072 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:50	     1.083 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:54	     1.094 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:22:58	     1.105 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:23:01	     1.116 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:23:05	     1.127 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:23:08	     1.138 MHz	  4.3 V/m	-29.4 dBm	OK
08/11/2016 15:23:12	     1.149 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:15	     1.161 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:19	     1.173 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:22	     1.184 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:26	     1.196 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:30	     1.208 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:34	     1.220 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:37	     1.232 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:40	     1.245 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:44	     1.257 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:48	     1.270 MHz	  4.3 V/m	-29.2 dBm	OK
08/11/2016 15:23:53	     1.282 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:23:57	     1.295 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:00	     1.308 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:04	     1.321 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:08	     1.335 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:12	     1.348 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:15	     1.361 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:19	     1.375 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:22	     1.389 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:25	     1.403 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:29	     1.417 MHz	  4.3 V/m	-28.8 dBm	OK
08/11/2016 15:24:33	     1.431 MHz	  4.3 V/m	-28.6 dBm	OK
08/11/2016 15:24:37	     1.445 MHz	  4.3 V/m	-28.6 dBm	OK
08/11/2016 15:24:40	     1.460 MHz	  4.3 V/m	-28.6 dBm	OK
08/11/2016 15:24:44	     1.474 MHz	  4.3 V/m	-28.4 dBm	OK
08/11/2016 15:24:47	     1.489 MHz	  4.3 V/m	-28.4 dBm	OK
08/11/2016 15:24:51	     1.504 MHz	  4.3 V/m	-28.2 dBm	OK
08/11/2016 15:24:55	     1.519 MHz	  4.3 V/m	-28.2 dBm	OK
08/11/2016 15:24:59	     1.534 MHz	  4.3 V/m	-28.0 dBm	OK
08/11/2016 15:25:03	     1.549 MHz	  4.3 V/m	-27.8 dBm	OK
08/11/2016 15:25:07	     1.565 MHz	  4.3 V/m	-27.6 dBm	OK
08/11/2016 15:25:11	     1.580 MHz	  4.3 V/m	-27.4 dBm	OK
08/11/2016 15:25:15	     1.596 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:25:18	     1.612 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:25:22	     1.628 MHz	  4.3 V/m	-26.8 dBm	OK
08/11/2016 15:25:26	     1.645 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:25:30	     1.661 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:25:34	     1.678 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:25:38	     1.694 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:25:42	     1.711 MHz	  4.5 V/m	-26.6 dBm	OK
08/11/2016 15:25:46	     1.729 MHz	  4.5 V/m	-26.6 dBm	OK
08/11/2016 15:25:50	     1.746 MHz	  4.7 V/m	-26.6 dBm	OK
08/11/2016 15:25:53	     1.763 MHz	  4.7 V/m	-26.6 dBm	OK
08/11/2016 15:25:57	     1.781 MHz	  4.7 V/m	-26.7 dBm	OK
08/11/2016 15:26:01	     1.799 MHz	  4.7 V/m	-26.8 dBm	OK
08/11/2016 15:26:05	     1.817 MHz	  4.7 V/m	-26.9 dBm	OK
08/11/2016 15:26:09	     1.835 MHz	  4.7 V/m	-27.0 dBm	OK
08/11/2016 15:26:13	     1.853 MHz	  4.7 V/m	-27.0 dBm	OK
08/11/2016 15:26:17	     1.872 MHz	  4.7 V/m	-27.1 dBm	OK
08/11/2016 15:26:21	     1.890 MHz	  4.7 V/m	-27.1 dBm	OK
08/11/2016 15:26:24	     1.909 MHz	  4.7 V/m	-27.1 dBm	OK
08/11/2016 15:26:28	     1.928 MHz	  4.7 V/m	-27.1 dBm	OK
08/11/2016 15:26:32	     1.948 MHz	  4.7 V/m	-27.1 dBm	OK
08/11/2016 15:26:36	     1.967 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:40	     1.987 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:44	     2.007 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:48	     2.027 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:51	     2.047 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:54	     2.068 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:26:58	     2.088 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:27:02	     2.109 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:27:05	     2.130 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:27:09	     2.152 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:27:12	     2.173 MHz	  4.7 V/m	-27.2 dBm	OK
08/11/2016 15:27:16	     2.195 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:19	     2.217 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:22	     2.239 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:25	     2.261 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:29	     2.284 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:33	     2.307 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:37	     2.330 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:41	     2.353 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:45	     2.377 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:48	     2.400 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:52	     2.424 MHz	  4.5 V/m	-27.2 dBm	OK
08/11/2016 15:27:56	     2.449 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:00	     2.473 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:04	     2.498 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:07	     2.523 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:11	     2.548 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:15	     2.574 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:18	     2.599 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:22	     2.625 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:26	     2.652 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:30	     2.678 MHz	  4.3 V/m	-27.2 dBm	OK
08/11/2016 15:28:34	     2.705 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:28:38	     2.732 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:28:42	     2.759 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:28:45	     2.787 MHz	  4.3 V/m	-27.0 dBm	OK
08/11/2016 15:28:49	     2.815 MHz	  4.3 V/m	-26.8 dBm	OK
08/11/2016 15:28:52	     2.843 MHz	  4.3 V/m	-26.8 dBm	OK
08/11/2016 15:28:56	     2.871 MHz	  4.3 V/m	-26.8 dBm	OK
08/11/2016 15:29:00	     2.900 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:29:04	     2.929 MHz	  4.3 V/m	-26.6 dBm	OK
08/11/2016 15:29:08	     2.958 MHz	  4.3 V/m	-26.4 dBm	OK
08/11/2016 15:29:12	     2.988 MHz	  4.3 V/m	-26.4 dBm	OK
08/11/2016 15:29:15	     3.018 MHz	  4.3 V/m	-26.4 dBm	OK
08/11/2016 15:29:19	     3.048 MHz	  4.3 V/m	-26.2 dBm	OK
08/11/2016 15:29:22	     3.078 MHz	  4.3 V/m	-26.2 dBm	OK
08/11/2016 15:29:25	     3.109 MHz	  4.3 V/m	-26.2 dBm	OK
08/11/2016 15:29:29	     3.140 MHz	  4.3 V/m	-26.0 dBm	OK
08/11/2016 15:29:33	     3.172 MHz	  4.3 V/m	-25.8 dBm	OK
08/11/2016 15:29:37	     3.203 MHz	  4.3 V/m	-25.8 dBm	OK
08/11/2016 15:29:40	     3.235 MHz	  4.3 V/m	-25.8 dBm	OK
08/11/2016 15:29:44	     3.268 MHz	  4.3 V/m	-25.6 dBm	OK
08/11/2016 15:29:48	     3.300 MHz	  4.3 V/m	-25.6 dBm	OK
08/11/2016 15:29:51	     3.333 MHz	  4.3 V/m	-25.6 dBm	OK
08/11/2016 15:29:55	     3.367 MHz	  4.3 V/m	-25.4 dBm	OK
08/11/2016 15:29:59	     3.400 MHz	  4.3 V/m	-25.0 dBm	OK
08/11/2016 15:30:02	     3.434 MHz	  4.3 V/m	-25.0 dBm	OK
08/11/2016 15:30:06	     3.469 MHz	  4.3 V/m	-25.0 dBm	OK
08/11/2016 15:30:09	     3.503 MHz	  4.3 V/m	-25.0 dBm	OK
08/11/2016 15:30:13	     3.538 MHz	  4.3 V/m	-25.0 dBm	OK
08/11/2016 15:30:17	     3.574 MHz	  4.3 V/m	-24.8 dBm	OK
08/11/2016 15:30:21	     3.610 MHz	  4.3 V/m	-24.8 dBm	OK
08/11/2016 15:30:26	     3.646 MHz	  4.3 V/m	-24.8 dBm	OK
08/11/2016 15:30:30	     3.682 MHz	  4.3 V/m	-24.6 dBm	OK
08/11/2016 15:30:34	     3.719 MHz	  4.3 V/m	-24.6 dBm	OK
08/11/2016 15:30:38	     3.756 MHz	  4.3 V/m	-24.4 dBm	OK
08/11/2016 15:30:42	     3.794 MHz	  4.3 V/m	-24.4 dBm	OK
08/11/2016 15:30:45	     3.832 MHz	  4.3 V/m	-24.4 dBm	OK
08/11/2016 15:30:50	     3.870 MHz	  4.3 V/m	-24.2 dBm	OK
08/11/2016 15:30:53	     3.909 MHz	  4.3 V/m	-24.2 dBm	OK
08/11/2016 15:30:57	     3.948 MHz	  4.3 V/m	-24.2 dBm	OK
08/11/2016 15:31:02	     3.987 MHz	  4.3 V/m	-24.0 dBm	OK
08/11/2016 15:31:06	     4.027 MHz	  4.3 V/m	-24.0 dBm	OK
