08/11/2016 15:22:21	     1.000 MHz	  4.3 V/m	-29.6 dBm	OK
08/11/2016 15:31:09	     4.067 MHz	  4.3 V/m	-24.0 dBm	OK
08/11/2016 15:31:13	     4.108 MHz	  4.3 V/m	-24.0 dBm	OK
08/11/2016 15:31:17	     4.149 MHz	  4.3 V/m	-24.0 dBm	OK
08/11/2016 15:31:21	     4.191 MHz	  4.3 V/m	-24.0 dBm	OK
08/11/2016 15:31:25	     4.233 MHz	  4.3 V/m	-23.8 dBm	OK
08/11/2016 15:31:29	     4.275 MHz	  4.3 V/m	-23.8 dBm	OK
08/11/2016 15:31:33	     4.318 MHz	  4.3 V/m	-23.6 dBm	OK
08/11/2016 15:31:36	     4.361 MHz	  4.3 V/m	-23.6 dBm	OK
08/11/2016 15:31:40	     4.404 MHz	  4.3 V/m	-23.6 dBm	OK
08/11/2016 15:31:43	     4.448 MHz	  4.3 V/m	-23.6 dBm	OK
08/11/2016 15:31:48	     4.493 MHz	  4.3 V/m	-23.4 dBm	OK
08/11/2016 15:31:52	     4.538 MHz	  4.3 V/m	-23.4 dBm	OK
08/11/2016 15:31:56	     4.583 MHz	  4.3 V/m	-23.4 dBm	OK
08/11/2016 15:32:00	     4.629 MHz	  4.3 V/m	-23.4 dBm	OK
08/11/2016 15:32:04	     4.675 MHz	  4.3 V/m	-23.2 dBm	OK
08/11/2016 15:32:08	     4.722 MHz	  4.3 V/m	-23.2 dBm	OK
08/11/2016 15:32:13	     4.769 MHz	  4.3 V/m	-22.8 dBm	OK
08/11/2016 15:32:16	     4.817 MHz	  4.3 V/m	-22.8 dBm	OK
08/11/2016 15:32:19	     4.865 MHz	  4.3 V/m	-22.8 dBm	OK
08/11/2016 15:32:22	     4.914 MHz	  4.3 V/m	-22.8 dBm	OK
08/11/2016 15:32:25	     4.963 MHz	  4.3 V/m	-22.8 dBm	OK
08/11/2016 15:32:28	     5.000 MHz	  4.3 V/m	-22.8 dBm	OK
