07/03/2017 09:41:29	     0.150 MHz	 10.5 V/m	 -9.6 dBm	OK
07/03/2017 09:43:01	     0.390 MHz	 11.4 V/m	-15.7 dBm	OK
07/03/2017 09:43:04	     0.400 MHz	 11.4 V/m	-15.7 dBm	OK
07/03/2017 09:43:08	     0.410 MHz	 11.2 V/m	-15.9 dBm	OK
07/03/2017 09:43:11	     0.420 MHz	 11.4 V/m	-15.9 dBm	OK
07/03/2017 09:43:14	     0.430 MHz	 11.4 V/m	-15.9 dBm	OK
07/03/2017 09:43:17	     0.440 MHz	 11.4 V/m	-15.9 dBm	OK
07/03/2017 09:43:21	     0.450 MHz	 11.2 V/m	-16.1 dBm	OK
07/03/2017 09:43:24	     0.460 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:28	     0.470 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:32	     0.480 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:35	     0.490 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:38	     0.500 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:42	     0.510 MHz	 11.4 V/m	-16.1 dBm	OK
07/03/2017 09:43:46	     0.520 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:43:49	     0.530 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:43:52	     0.540 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:43:55	     0.550 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:43:58	     0.560 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:01	     0.570 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:04	     0.580 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:08	     0.590 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:11	     0.600 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:15	     0.610 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:18	     0.620 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:21	     0.630 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:24	     0.640 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:27	     0.650 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:30	     0.660 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:34	     0.670 MHz	 11.4 V/m	-16.3 dBm	OK
07/03/2017 09:44:37	     0.680 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:41	     0.690 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:44	     0.700 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:47	     0.710 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:51	     0.720 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:55	     0.730 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:44:58	     0.740 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:01	     0.750 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:04	     0.760 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:07	     0.770 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:10	     0.780 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:13	     0.790 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:17	     0.800 MHz	 11.2 V/m	-16.3 dBm	OK
07/03/2017 09:45:20	     0.810 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:24	     0.820 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:27	     0.830 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:30	     0.840 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:33	     0.850 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:36	     0.860 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:39	     0.870 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:43	     0.880 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:46	     0.890 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:50	     0.900 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:53	     0.910 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:45:56	     0.920 MHz	 11.0 V/m	-16.3 dBm	OK
07/03/2017 09:46:00	     0.930 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:04	     0.940 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:07	     0.950 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:10	     0.960 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:14	     0.970 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:17	     0.980 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:20	     0.990 MHz	 10.7 V/m	-16.3 dBm	OK
07/03/2017 09:46:23	     1.000 MHz	 10.7 V/m	-16.3 dBm	OK
