29/03/2017 12:08:17	    80.000 MHz	  6.1 V/m	-21.8 dBm	OK	IP0: 25468	(4.39 V/m)	Digital: 0XFF
29/03/2017 12:08:22	    80.400 MHz	  6.8 V/m	-20.8 dBm	OK	IP0: 25866	(4.85 V/m)	Digital: 0XFF
29/03/2017 12:08:28	    80.802 MHz	  6.9 V/m	-20.4 dBm	OK	IP0: 25851	(4.94 V/m)	Digital: 0XFF
29/03/2017 12:08:33	    81.206 MHz	  6.9 V/m	-20.2 dBm	OK	IP0: 25760	(4.93 V/m)	Digital: 0XFF
29/03/2017 12:08:38	    81.612 MHz	  7.1 V/m	-19.9 dBm	OK	IP0: 25726	(4.99 V/m)	Digital: 0XFF
29/03/2017 12:08:44	    82.020 MHz	  7.0 V/m	-19.8 dBm	OK	IP0: 25607	(5.00 V/m)	Digital: 0XFF
29/03/2017 12:08:49	    82.430 MHz	  7.1 V/m	-19.7 dBm	OK	IP0: 25539	(5.02 V/m)	Digital: 0XFF
29/03/2017 12:08:54	    82.842 MHz	  7.2 V/m	-19.7 dBm	OK	IP0: 25496	(5.05 V/m)	Digital: 0XFF
29/03/2017 12:09:00	    83.257 MHz	  7.1 V/m	-19.8 dBm	OK	IP0: 25447	(5.10 V/m)	Digital: 0XFF
29/03/2017 12:09:05	    83.673 MHz	  6.6 V/m	-20.6 dBm	OK	IP0: 25072	(4.88 V/m)	Digital: 0XFF
29/03/2017 12:09:10	    84.091 MHz	  7.0 V/m	-20.6 dBm	OK	IP0: 25211	(5.07 V/m)	Digital: 0XFF
29/03/2017 12:09:16	    84.512 MHz	  6.5 V/m	-21.3 dBm	OK	IP0: 24884	(4.87 V/m)	Digital: 0XFF
29/03/2017 12:09:21	    84.934 MHz	  6.9 V/m	-21.2 dBm	OK	IP0: 25106	(5.10 V/m)	Digital: 0XFF
29/03/2017 12:09:27	    85.359 MHz	  6.5 V/m	-22.0 dBm	OK	IP0: 24733	(4.88 V/m)	Digital: 0XFF
29/03/2017 12:09:33	    85.786 MHz	  6.7 V/m	-21.9 dBm	OK	IP0: 24904	(5.03 V/m)	Digital: 0XFF
29/03/2017 12:09:39	    86.215 MHz	  6.7 V/m	-21.9 dBm	OK	IP0: 24827	(5.03 V/m)	Digital: 0XFF
29/03/2017 12:09:45	    86.646 MHz	  6.7 V/m	-21.9 dBm	OK	IP0: 24686	(4.97 V/m)	Digital: 0XFF
29/03/2017 12:09:51	    87.079 MHz	  6.6 V/m	-21.7 dBm	OK	IP0: 24529	(4.91 V/m)	Digital: 0XFF
29/03/2017 12:09:56	    87.514 MHz	  6.5 V/m	-21.4 dBm	OK	IP0: 24407	(4.88 V/m)	Digital: 0XFF
29/03/2017 12:10:01	    87.952 MHz	  6.7 V/m	-21.0 dBm	OK	IP0: 24318	(4.87 V/m)	Digital: 0XFF
29/03/2017 12:10:06	    88.392 MHz	  6.7 V/m	-20.7 dBm	OK	IP0: 24262	(4.88 V/m)	Digital: 0XFF
29/03/2017 12:10:12	    88.834 MHz	  6.7 V/m	-20.4 dBm	OK	IP0: 24231	(4.92 V/m)	Digital: 0XFF
29/03/2017 12:10:17	    89.278 MHz	  6.9 V/m	-20.3 dBm	OK	IP0: 24200	(4.98 V/m)	Digital: 0XFF
29/03/2017 12:10:23	    89.724 MHz	  6.8 V/m	-20.3 dBm	OK	IP0: 24139	(5.03 V/m)	Digital: 0XFF
29/03/2017 12:10:28	    90.173 MHz	  6.9 V/m	-20.4 dBm	OK	IP0: 24084	(5.07 V/m)	Digital: 0XFF
29/03/2017 12:10:33	    90.624 MHz	  6.6 V/m	-21.2 dBm	OK	IP0: 23708	(4.82 V/m)	Digital: 0XFF
29/03/2017 12:10:39	    91.077 MHz	  6.7 V/m	-21.1 dBm	OK	IP0: 23851	(5.06 V/m)	Digital: 0XFF
