21/10/2016 14:33:41	    75.000 MHz	 10.4 V/m	 -8.9 dBm	OK
21/10/2016 14:33:45	    75.375 MHz	 10.7 V/m	 -8.9 dBm	OK
21/10/2016 14:33:49	    75.752 MHz	 11.0 V/m	 -8.9 dBm	OK
21/10/2016 14:33:52	    76.131 MHz	 11.0 V/m	 -8.9 dBm	OK
21/10/2016 14:33:55	    76.511 MHz	 10.7 V/m	 -8.9 dBm	OK
21/10/2016 14:33:58	    76.894 MHz	 10.5 V/m	 -8.9 dBm	OK
21/10/2016 14:34:01	    77.278 MHz	 10.5 V/m	 -8.9 dBm	OK
21/10/2016 14:34:04	    77.665 MHz	 10.7 V/m	 -8.9 dBm	OK
21/10/2016 14:34:08	    78.053 MHz	 11.2 V/m	 -8.9 dBm	OK
21/10/2016 14:34:12	    78.443 MHz	 11.4 V/m	 -9.1 dBm	OK
21/10/2016 14:34:16	    78.836 MHz	 11.4 V/m	 -9.3 dBm	OK
21/10/2016 14:34:20	    79.230 MHz	 11.4 V/m	 -9.5 dBm	OK
21/10/2016 14:34:23	    79.626 MHz	 11.2 V/m	 -9.5 dBm	OK
21/10/2016 14:34:27	    80.000 MHz	 10.7 V/m	 -9.5 dBm	OK
