02/03/2016 14:02:35	     1.000 MHz	  4.1 V/m	 -5.9 dBm	OK
02/03/2016 14:02:38	     1.010 MHz	  4.1 V/m	 -5.9 dBm	OK
02/03/2016 14:02:41	     1.020 MHz	  4.1 V/m	 -5.9 dBm	OK
02/03/2016 14:02:44	     1.030 MHz	  4.1 V/m	 -5.9 dBm	OK
02/03/2016 14:02:47	     1.041 MHz	  4.1 V/m	 -5.9 dBm	OK
02/03/2016 14:02:51	     1.051 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:02:54	     1.062 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:02:57	     1.072 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:00	     1.083 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:03	     1.094 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:06	     1.105 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:09	     1.116 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:12	     1.127 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:15	     1.138 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:18	     1.149 MHz	  4.3 V/m	 -5.9 dBm	OK
02/03/2016 14:03:22	     1.161 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:26	     1.173 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:29	     1.184 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:32	     1.196 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:35	     1.208 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:38	     1.220 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:42	     1.232 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:45	     1.245 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:48	     1.257 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:51	     1.270 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:54	     1.282 MHz	  4.5 V/m	 -5.9 dBm	OK
02/03/2016 14:03:58	     1.295 MHz	  4.7 V/m	 -5.9 dBm	OK
02/03/2016 14:04:01	     1.308 MHz	  4.7 V/m	 -5.9 dBm	OK
02/03/2016 14:04:04	     1.321 MHz	  4.7 V/m	 -5.9 dBm	OK
02/03/2016 14:04:07	     1.335 MHz	  4.7 V/m	 -5.9 dBm	OK
02/03/2016 14:04:10	     1.348 MHz	  4.7 V/m	 -5.9 dBm	OK
02/03/2016 14:04:13	     1.361 MHz	  4.8 V/m	 -5.9 dBm	OK
02/03/2016 14:04:16	     1.375 MHz	  4.8 V/m	 -5.9 dBm	OK
02/03/2016 14:04:19	     1.389 MHz	  4.8 V/m	 -5.9 dBm	OK
02/03/2016 14:04:22	     1.403 MHz	  4.8 V/m	 -5.9 dBm	OK
02/03/2016 14:04:25	     1.417 MHz	  4.8 V/m	 -5.9 dBm	OK
02/03/2016 14:04:28	     1.431 MHz	  4.9 V/m	 -5.9 dBm	OK
02/03/2016 14:04:31	     1.445 MHz	  4.9 V/m	 -5.9 dBm	OK
02/03/2016 14:04:34	     1.460 MHz	  4.9 V/m	 -5.9 dBm	OK
02/03/2016 14:04:37	     1.474 MHz	  4.9 V/m	 -5.9 dBm	OK
02/03/2016 14:04:40	     1.489 MHz	  4.9 V/m	 -5.9 dBm	OK
02/03/2016 14:04:44	     1.504 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:04:48	     1.519 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:04:51	     1.534 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:04:55	     1.549 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:04:58	     1.565 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:05:01	     1.580 MHz	  5.0 V/m	 -5.9 dBm	OK
02/03/2016 14:05:05	     1.596 MHz	  4.7 V/m	 -6.7 dBm	OK
02/03/2016 14:05:08	     1.612 MHz	  4.7 V/m	 -6.7 dBm	OK
02/03/2016 14:05:11	     1.628 MHz	  4.7 V/m	 -6.7 dBm	OK
02/03/2016 14:05:14	     1.645 MHz	  4.7 V/m	 -6.7 dBm	OK
02/03/2016 14:05:17	     1.661 MHz	  4.7 V/m	 -6.7 dBm	OK
02/03/2016 14:05:20	     1.678 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:23	     1.694 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:26	     1.711 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:29	     1.729 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:32	     1.746 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:36	     1.763 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:39	     1.781 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:05:42	     1.799 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:05:45	     1.817 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:05:48	     1.835 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:05:51	     1.853 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:05:55	     1.872 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:05:58	     1.890 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:01	     1.909 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:04	     1.928 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:07	     1.948 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:10	     1.967 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:13	     1.987 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:06:16	     2.007 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:19	     2.027 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:23	     2.047 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:26	     2.068 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:29	     2.088 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:33	     2.109 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:36	     2.130 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:39	     2.152 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:42	     2.173 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:45	     2.195 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:49	     2.217 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:52	     2.239 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:55	     2.261 MHz	  5.0 V/m	 -6.7 dBm	OK
02/03/2016 14:06:58	     2.284 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:02	     2.307 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:05	     2.330 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:08	     2.353 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:12	     2.377 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:15	     2.400 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:19	     2.424 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:22	     2.449 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:25	     2.473 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:29	     2.498 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:32	     2.523 MHz	  4.9 V/m	 -6.7 dBm	OK
02/03/2016 14:07:35	     2.548 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:38	     2.574 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:41	     2.599 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:44	     2.625 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:48	     2.652 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:51	     2.678 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:54	     2.705 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:07:57	     2.732 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:00	     2.759 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:03	     2.787 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:07	     2.815 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:10	     2.843 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:13	     2.871 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:16	     2.900 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:19	     2.929 MHz	  4.8 V/m	 -6.7 dBm	OK
02/03/2016 14:08:23	     2.958 MHz	  4.8 V/m	 -6.7 dBm	OK
