21/10/2015 15:38:52	     0.150 MHz	 11.2 V/m	-14.5 dBm	OK
21/10/2015 15:38:56	     0.160 MHz	 11.2 V/m	-14.8 dBm	OK
21/10/2015 15:39:00	     0.170 MHz	 11.2 V/m	-14.9 dBm	OK
21/10/2015 15:39:04	     0.180 MHz	 11.2 V/m	-15.0 dBm	OK
21/10/2015 15:39:08	     0.190 MHz	 11.2 V/m	-15.2 dBm	OK
21/10/2015 15:39:12	     0.200 MHz	 11.2 V/m	-15.3 dBm	OK
21/10/2015 15:39:16	     0.210 MHz	 11.2 V/m	-15.4 dBm	OK
21/10/2015 15:39:20	     0.220 MHz	 11.2 V/m	-15.6 dBm	OK
21/10/2015 15:39:23	     0.230 MHz	 11.2 V/m	-15.6 dBm	OK
21/10/2015 15:39:27	     0.240 MHz	 11.2 V/m	-15.6 dBm	OK
21/10/2015 15:39:31	     0.250 MHz	 11.2 V/m	-15.8 dBm	OK
21/10/2015 15:39:34	     0.260 MHz	 11.2 V/m	-15.8 dBm	OK
21/10/2015 15:39:37	     0.270 MHz	 11.2 V/m	-15.8 dBm	OK
21/10/2015 15:39:41	     0.280 MHz	 11.2 V/m	-16.0 dBm	OK
21/10/2015 15:39:44	     0.290 MHz	 11.2 V/m	-16.0 dBm	OK
21/10/2015 15:39:47	     0.300 MHz	 11.2 V/m	-16.0 dBm	OK
21/10/2015 15:39:50	     0.310 MHz	 11.2 V/m	-16.0 dBm	OK
21/10/2015 15:39:53	     0.320 MHz	 11.2 V/m	-16.0 dBm	OK
21/10/2015 15:39:57	     0.330 MHz	 11.2 V/m	-16.1 dBm	OK
21/10/2015 15:40:00	     0.340 MHz	 11.2 V/m	-16.1 dBm	OK
21/10/2015 15:40:03	     0.350 MHz	 11.2 V/m	-16.1 dBm	OK
21/10/2015 15:40:07	     0.360 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:10	     0.370 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:13	     0.380 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:17	     0.390 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:20	     0.400 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:24	     0.410 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:27	     0.420 MHz	 11.2 V/m	-16.3 dBm	OK
21/10/2015 15:40:31	     0.430 MHz	 11.2 V/m	-16.4 dBm	OK
21/10/2015 15:40:34	     0.440 MHz	 11.2 V/m	-16.4 dBm	OK
21/10/2015 15:40:37	     0.450 MHz	 11.2 V/m	-16.4 dBm	OK
21/10/2015 15:40:41	     0.460 MHz	 11.2 V/m	-16.4 dBm	OK
21/10/2015 15:40:44	     0.470 MHz	 11.2 V/m	-16.4 dBm	OK
21/10/2015 15:40:48	     0.480 MHz	 11.2 V/m	-16.5 dBm	OK
21/10/2015 15:40:51	     0.490 MHz	 11.2 V/m	-16.5 dBm	OK
21/10/2015 15:40:55	     0.500 MHz	 11.2 V/m	-16.5 dBm	OK
21/10/2015 15:40:58	     0.510 MHz	 11.2 V/m	-16.5 dBm	OK
21/10/2015 15:41:02	     0.520 MHz	 11.2 V/m	-16.5 dBm	OK
21/10/2015 15:41:06	     0.530 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:09	     0.540 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:12	     0.550 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:15	     0.560 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:19	     0.570 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:22	     0.580 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:25	     0.590 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:28	     0.600 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:31	     0.610 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:34	     0.620 MHz	 11.2 V/m	-16.7 dBm	OK
21/10/2015 15:41:38	     0.630 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:41:41	     0.640 MHz	 11.0 V/m	-16.9 dBm	OK
21/10/2015 15:41:44	     0.650 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:41:47	     0.660 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:41:50	     0.670 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:41:53	     0.680 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:41:56	     0.690 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:42:00	     0.700 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:42:03	     0.710 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:42:06	     0.720 MHz	 11.2 V/m	-16.9 dBm	OK
21/10/2015 15:42:10	     0.730 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:13	     0.740 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:16	     0.750 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:19	     0.760 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:22	     0.770 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:25	     0.780 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:29	     0.790 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:32	     0.800 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:35	     0.810 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:38	     0.820 MHz	 11.2 V/m	-17.1 dBm	OK
21/10/2015 15:42:42	     0.830 MHz	 11.2 V/m	-17.2 dBm	OK
21/10/2015 15:42:45	     0.840 MHz	 11.2 V/m	-17.2 dBm	OK
21/10/2015 15:42:48	     0.850 MHz	 11.2 V/m	-17.2 dBm	OK
21/10/2015 15:42:51	     0.860 MHz	 11.2 V/m	-17.2 dBm	OK
21/10/2015 15:42:55	     0.870 MHz	 11.0 V/m	-17.4 dBm	OK
21/10/2015 15:42:58	     0.880 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:01	     0.890 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:04	     0.900 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:07	     0.910 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:10	     0.920 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:13	     0.930 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:16	     0.940 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:19	     0.950 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:22	     0.960 MHz	 11.2 V/m	-17.4 dBm	OK
21/10/2015 15:43:26	     0.970 MHz	 11.2 V/m	-17.5 dBm	OK
21/10/2015 15:43:29	     0.980 MHz	 11.2 V/m	-17.5 dBm	OK
21/10/2015 15:43:32	     0.990 MHz	 11.2 V/m	-17.5 dBm	OK
21/10/2015 15:43:35	     1.000 MHz	 11.2 V/m	-17.5 dBm	OK
