24/01/2017 13:37:17	     1.000 MHz	 10.4 V/m	-20.5 dBm	OK
24/01/2017 13:39:44	     1.389 MHz	 10.5 V/m	-15.4 dBm	OK
24/01/2017 13:39:48	     1.403 MHz	 11.2 V/m	-15.9 dBm	OK
24/01/2017 13:39:52	     1.417 MHz	 11.2 V/m	-15.9 dBm	OK
24/01/2017 13:39:55	     1.431 MHz	 11.4 V/m	-15.9 dBm	OK
24/01/2017 13:39:59	     1.445 MHz	 11.4 V/m	-15.9 dBm	OK
24/01/2017 13:40:04	     1.460 MHz	 11.4 V/m	-16.0 dBm	OK
24/01/2017 13:40:08	     1.474 MHz	 11.4 V/m	-16.1 dBm	OK
24/01/2017 13:40:11	     1.489 MHz	 11.4 V/m	-16.1 dBm	OK
24/01/2017 13:40:15	     1.504 MHz	 11.2 V/m	-16.3 dBm	OK
24/01/2017 13:40:19	     1.519 MHz	 11.2 V/m	-16.3 dBm	OK
24/01/2017 13:40:22	     1.534 MHz	 11.4 V/m	-16.3 dBm	OK
24/01/2017 13:40:25	     1.549 MHz	 11.4 V/m	-16.3 dBm	OK
24/01/2017 13:40:29	     1.565 MHz	 11.4 V/m	-16.5 dBm	OK
24/01/2017 13:40:32	     1.580 MHz	 11.4 V/m	-16.5 dBm	OK
24/01/2017 13:40:36	     1.596 MHz	 11.4 V/m	-16.5 dBm	OK
24/01/2017 13:40:39	     1.612 MHz	 11.4 V/m	-16.5 dBm	OK
24/01/2017 13:40:42	     1.628 MHz	 11.4 V/m	-16.5 dBm	OK
24/01/2017 13:40:46	     1.645 MHz	 11.4 V/m	-16.6 dBm	OK
24/01/2017 13:40:50	     1.661 MHz	 11.4 V/m	-16.7 dBm	OK
24/01/2017 13:40:54	     1.678 MHz	 11.2 V/m	-16.8 dBm	OK
24/01/2017 13:40:58	     1.694 MHz	 11.4 V/m	-16.9 dBm	OK
24/01/2017 13:41:03	     1.711 MHz	 11.4 V/m	-16.9 dBm	OK
24/01/2017 13:41:07	     1.729 MHz	 11.2 V/m	-17.0 dBm	OK
24/01/2017 13:41:10	     1.746 MHz	 11.4 V/m	-17.0 dBm	OK
24/01/2017 13:41:14	     1.763 MHz	 11.4 V/m	-17.0 dBm	OK
24/01/2017 13:41:18	     1.781 MHz	 11.4 V/m	-17.2 dBm	OK
24/01/2017 13:41:22	     1.799 MHz	 11.2 V/m	-17.2 dBm	OK
24/01/2017 13:41:26	     1.817 MHz	 11.2 V/m	-17.2 dBm	OK
24/01/2017 13:41:31	     1.835 MHz	 11.0 V/m	-17.4 dBm	OK
24/01/2017 13:41:34	     1.853 MHz	 11.4 V/m	-17.4 dBm	OK
24/01/2017 13:41:38	     1.872 MHz	 11.2 V/m	-17.4 dBm	OK
24/01/2017 13:41:41	     1.890 MHz	 11.2 V/m	-17.4 dBm	OK
24/01/2017 13:41:45	     1.909 MHz	 11.4 V/m	-17.5 dBm	OK
24/01/2017 13:41:49	     1.928 MHz	 11.0 V/m	-17.6 dBm	OK
24/01/2017 13:41:53	     1.948 MHz	 11.0 V/m	-17.6 dBm	OK
24/01/2017 13:41:56	     1.967 MHz	 11.2 V/m	-17.6 dBm	OK
24/01/2017 13:41:59	     1.987 MHz	 11.2 V/m	-17.6 dBm	OK
24/01/2017 13:42:03	     2.007 MHz	 11.2 V/m	-17.6 dBm	OK
24/01/2017 13:42:07	     2.027 MHz	 11.4 V/m	-17.6 dBm	OK
24/01/2017 13:42:11	     2.047 MHz	 11.2 V/m	-17.8 dBm	OK
24/01/2017 13:42:14	     2.068 MHz	 11.4 V/m	-17.8 dBm	OK
24/01/2017 13:42:17	     2.088 MHz	 11.2 V/m	-17.8 dBm	OK
24/01/2017 13:42:20	     2.109 MHz	 11.4 V/m	-17.8 dBm	OK
24/01/2017 13:42:26	     2.130 MHz	 11.4 V/m	-17.8 dBm	OK
24/01/2017 13:42:29	     2.152 MHz	 11.2 V/m	-17.8 dBm	OK
24/01/2017 13:42:33	     2.173 MHz	 11.4 V/m	-17.8 dBm	OK
24/01/2017 13:42:36	     2.195 MHz	 11.2 V/m	-17.8 dBm	OK
24/01/2017 13:42:40	     2.217 MHz	 11.2 V/m	-18.0 dBm	OK
24/01/2017 13:42:44	     2.239 MHz	 11.2 V/m	-18.0 dBm	OK
24/01/2017 13:42:48	     2.261 MHz	 11.4 V/m	-18.0 dBm	OK
24/01/2017 13:42:52	     2.284 MHz	 11.4 V/m	-18.0 dBm	OK
24/01/2017 13:42:56	     2.307 MHz	 11.2 V/m	-18.0 dBm	OK
24/01/2017 13:42:59	     2.330 MHz	 11.4 V/m	-18.0 dBm	OK
24/01/2017 13:43:03	     2.353 MHz	 11.4 V/m	-18.0 dBm	OK
24/01/2017 13:43:07	     2.377 MHz	 11.4 V/m	-18.0 dBm	OK
24/01/2017 13:43:11	     2.400 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:14	     2.424 MHz	 11.2 V/m	-18.1 dBm	OK
24/01/2017 13:43:18	     2.449 MHz	 11.2 V/m	-18.1 dBm	OK
24/01/2017 13:43:21	     2.473 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:24	     2.498 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:27	     2.523 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:31	     2.548 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:34	     2.574 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:37	     2.599 MHz	 11.4 V/m	-18.1 dBm	OK
24/01/2017 13:43:42	     2.625 MHz	 11.4 V/m	-18.4 dBm	OK
24/01/2017 13:43:45	     2.652 MHz	 11.4 V/m	-18.4 dBm	OK
24/01/2017 13:43:48	     2.678 MHz	 11.2 V/m	-18.4 dBm	OK
24/01/2017 13:43:51	     2.705 MHz	 11.4 V/m	-18.4 dBm	OK
24/01/2017 13:43:54	     2.732 MHz	 11.4 V/m	-18.4 dBm	OK
24/01/2017 13:43:58	     2.759 MHz	 11.4 V/m	-18.5 dBm	OK
24/01/2017 13:44:02	     2.787 MHz	 11.4 V/m	-18.6 dBm	OK
24/01/2017 13:44:05	     2.815 MHz	 11.4 V/m	-18.6 dBm	OK
24/01/2017 13:44:08	     2.843 MHz	 11.4 V/m	-18.6 dBm	OK
24/01/2017 13:44:11	     2.871 MHz	 11.4 V/m	-18.6 dBm	OK
24/01/2017 13:44:16	     2.900 MHz	 11.4 V/m	-18.8 dBm	OK
24/01/2017 13:44:20	     2.929 MHz	 11.2 V/m	-18.8 dBm	OK
24/01/2017 13:44:23	     2.958 MHz	 11.4 V/m	-18.8 dBm	OK
24/01/2017 13:44:26	     2.988 MHz	 11.4 V/m	-18.8 dBm	OK
24/01/2017 13:44:30	     3.018 MHz	 11.4 V/m	-18.8 dBm	OK
24/01/2017 13:44:34	     3.048 MHz	 11.4 V/m	-18.9 dBm	OK
24/01/2017 13:44:37	     3.078 MHz	 11.4 V/m	-18.9 dBm	OK
24/01/2017 13:44:41	     3.109 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:44:45	     3.140 MHz	 11.4 V/m	-19.2 dBm	OK
24/01/2017 13:44:49	     3.172 MHz	 11.2 V/m	-19.2 dBm	OK
24/01/2017 13:44:58	     3.203 MHz	 10.4 V/m	-18.8 dBm	OK
24/01/2017 13:45:02	     3.235 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:06	     3.268 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:09	     3.300 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:12	     3.333 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:15	     3.367 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:19	     3.400 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:23	     3.434 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:27	     3.469 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:30	     3.503 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:34	     3.538 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:37	     3.574 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:41	     3.610 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:44	     3.646 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:48	     3.682 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:51	     3.719 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:45:55	     3.756 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:45:58	     3.794 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:46:02	     3.832 MHz	 11.4 V/m	-19.0 dBm	OK
24/01/2017 13:46:06	     3.870 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:46:09	     3.909 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:46:12	     3.948 MHz	 11.2 V/m	-19.0 dBm	OK
24/01/2017 13:46:15	     3.987 MHz	 11.0 V/m	-19.0 dBm	OK
24/01/2017 13:46:18	     4.027 MHz	 11.0 V/m	-19.0 dBm	OK
24/01/2017 13:46:21	     4.067 MHz	 11.0 V/m	-19.0 dBm	OK
24/01/2017 13:46:25	     4.108 MHz	 10.7 V/m	-19.0 dBm	OK
24/01/2017 13:46:28	     4.149 MHz	 10.7 V/m	-19.0 dBm	OK
24/01/2017 13:46:32	     4.191 MHz	 10.7 V/m	-19.0 dBm	OK
24/01/2017 13:46:35	     4.233 MHz	 10.7 V/m	-19.0 dBm	OK
24/01/2017 13:46:39	     4.275 MHz	 10.7 V/m	-19.0 dBm	OK
24/01/2017 13:46:42	     4.318 MHz	 10.5 V/m	-19.0 dBm	OK
24/01/2017 13:46:45	     4.361 MHz	 10.4 V/m	-19.0 dBm	OK
24/01/2017 13:46:49	     4.404 MHz	 10.4 V/m	-19.0 dBm	OK
24/01/2017 13:46:53	     4.448 MHz	 10.4 V/m	-19.0 dBm	OK
24/01/2017 13:46:56	     4.493 MHz	 10.5 V/m	-19.0 dBm	OK
24/01/2017 13:47:00	     4.538 MHz	 10.4 V/m	-19.0 dBm	OK
24/01/2017 13:47:03	     4.583 MHz	 10.4 V/m	-19.0 dBm	OK
24/01/2017 13:47:07	     4.629 MHz	 10.7 V/m	-18.6 dBm	OK
24/01/2017 13:47:10	     4.675 MHz	 10.7 V/m	-18.6 dBm	OK
24/01/2017 13:47:13	     4.722 MHz	 10.5 V/m	-18.6 dBm	OK
24/01/2017 13:47:16	     4.769 MHz	 10.5 V/m	-18.6 dBm	OK
24/01/2017 13:47:19	     4.817 MHz	 10.4 V/m	-18.6 dBm	OK
24/01/2017 13:47:23	     4.865 MHz	 10.4 V/m	-18.6 dBm	OK
24/01/2017 13:47:26	     4.914 MHz	 10.4 V/m	-18.6 dBm	OK
24/01/2017 13:47:30	     4.963 MHz	 10.5 V/m	-18.2 dBm	OK
24/01/2017 13:47:34	     5.000 MHz	 10.5 V/m	-18.2 dBm	OK
