25/01/2016 14:19:14	    80.000 MHz	 15.9 V/m	 -8.0 dBm	OK	IP0: 30294	(10.42 V/m)	Digital: 0XFF
25/01/2016 14:19:20	    80.400 MHz	 16.1 V/m	 -7.9 dBm	OK	IP0: 30309	(11.58 V/m)	Digital: 0XFF
25/01/2016 14:19:26	    80.802 MHz	 15.8 V/m	 -8.1 dBm	OK	IP0: 30192	(11.50 V/m)	Digital: 0XFF
25/01/2016 14:19:32	    81.206 MHz	 15.5 V/m	 -8.3 dBm	OK	IP0: 30080	(11.47 V/m)	Digital: 0XFF
25/01/2016 14:19:38	    81.612 MHz	 15.4 V/m	 -8.4 dBm	OK	IP0: 29991	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:19:44	    82.020 MHz	 15.4 V/m	 -8.5 dBm	OK	IP0: 29929	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:19:50	    82.430 MHz	 15.3 V/m	 -8.6 dBm	OK	IP0: 29848	(11.45 V/m)	Digital: 0XFF
25/01/2016 14:19:56	    82.842 MHz	 15.2 V/m	 -8.8 dBm	OK	IP0: 29753	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:20:02	    83.257 MHz	 15.1 V/m	 -8.9 dBm	OK	IP0: 29656	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:20:08	    83.673 MHz	 15.0 V/m	 -9.0 dBm	OK	IP0: 29548	(11.48 V/m)	Digital: 0XFF
25/01/2016 14:20:14	    84.091 MHz	 15.1 V/m	 -9.1 dBm	OK	IP0: 29477	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:20:20	    84.512 MHz	 15.2 V/m	 -9.1 dBm	OK	IP0: 29424	(11.45 V/m)	Digital: 0XFF
25/01/2016 14:20:26	    84.934 MHz	 15.2 V/m	 -9.1 dBm	OK	IP0: 29382	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:20:32	    85.359 MHz	 15.3 V/m	 -9.1 dBm	OK	IP0: 29329	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:20:37	    85.786 MHz	 15.3 V/m	 -9.2 dBm	OK	IP0: 29243	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:20:42	    86.215 MHz	 15.6 V/m	 -9.0 dBm	OK	IP0: 29244	(11.60 V/m)	Digital: 0XFF
25/01/2016 14:20:48	    86.646 MHz	 15.6 V/m	 -9.0 dBm	OK	IP0: 29131	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:20:54	    87.079 MHz	 15.7 V/m	 -9.0 dBm	OK	IP0: 29070	(11.41 V/m)	Digital: 0XFF
25/01/2016 14:21:00	    87.514 MHz	 15.8 V/m	 -8.9 dBm	OK	IP0: 29030	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:21:06	    87.952 MHz	 15.8 V/m	 -8.9 dBm	OK	IP0: 28985	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:21:12	    88.392 MHz	 15.8 V/m	 -8.9 dBm	OK	IP0: 28921	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:21:18	    88.834 MHz	 15.8 V/m	 -9.0 dBm	OK	IP0: 28844	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:21:24	    89.278 MHz	 15.9 V/m	 -9.0 dBm	OK	IP0: 28775	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:21:30	    89.724 MHz	 16.2 V/m	 -8.9 dBm	OK	IP0: 28790	(11.58 V/m)	Digital: 0XFF
25/01/2016 14:21:36	    90.173 MHz	 16.0 V/m	 -9.1 dBm	OK	IP0: 28667	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:21:41	    90.624 MHz	 16.2 V/m	 -9.0 dBm	OK	IP0: 28680	(11.58 V/m)	Digital: 0XFF
25/01/2016 14:21:47	    91.077 MHz	 15.9 V/m	 -9.3 dBm	OK	IP0: 28540	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:21:53	    91.532 MHz	 16.0 V/m	 -9.3 dBm	OK	IP0: 28563	(11.59 V/m)	Digital: 0XFF
25/01/2016 14:21:59	    91.990 MHz	 15.6 V/m	 -9.6 dBm	OK	IP0: 28398	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:22:05	    92.450 MHz	 16.0 V/m	 -9.4 dBm	OK	IP0: 28504	(11.52 V/m)	Digital: 0XFF
25/01/2016 14:22:10	    92.912 MHz	 16.3 V/m	 -9.2 dBm	OK	IP0: 28574	(11.54 V/m)	Digital: 0XFF
25/01/2016 14:22:16	    93.377 MHz	 16.4 V/m	 -9.1 dBm	OK	IP0: 28629	(11.56 V/m)	Digital: 0XFF
25/01/2016 14:22:22	    93.843 MHz	 16.6 V/m	 -9.0 dBm	OK	IP0: 28693	(11.55 V/m)	Digital: 0XFF
25/01/2016 14:22:28	    94.313 MHz	 16.7 V/m	 -9.0 dBm	OK	IP0: 28749	(11.56 V/m)	Digital: 0XFF
25/01/2016 14:22:34	    94.784 MHz	 16.8 V/m	 -8.9 dBm	OK	IP0: 28821	(11.57 V/m)	Digital: 0XFF
25/01/2016 14:22:40	    95.258 MHz	 16.9 V/m	 -8.8 dBm	OK	IP0: 28898	(11.58 V/m)	Digital: 0XFF
25/01/2016 14:22:46	    95.734 MHz	 17.0 V/m	 -8.8 dBm	OK	IP0: 28959	(11.59 V/m)	Digital: 0XFF
25/01/2016 14:22:52	    96.213 MHz	 16.7 V/m	 -8.9 dBm	OK	IP0: 28931	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:22:57	    96.694 MHz	 16.9 V/m	 -8.8 dBm	OK	IP0: 29039	(11.55 V/m)	Digital: 0XFF
25/01/2016 14:23:02	    97.178 MHz	 17.1 V/m	 -8.7 dBm	OK	IP0: 29130	(11.59 V/m)	Digital: 0XFF
25/01/2016 14:23:08	    97.664 MHz	 16.8 V/m	 -8.9 dBm	OK	IP0: 29098	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:23:13	    98.152 MHz	 17.1 V/m	 -8.7 dBm	OK	IP0: 29237	(11.56 V/m)	Digital: 0XFF
25/01/2016 14:23:18	    98.643 MHz	 17.1 V/m	 -8.7 dBm	OK	IP0: 29330	(11.60 V/m)	Digital: 0XFF
25/01/2016 14:23:24	    99.136 MHz	 16.7 V/m	 -8.9 dBm	OK	IP0: 29314	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:23:29	    99.632 MHz	 16.9 V/m	 -8.7 dBm	OK	IP0: 29426	(11.57 V/m)	Digital: 0XFF
25/01/2016 14:23:35	   100.130 MHz	 16.5 V/m	 -8.9 dBm	OK	IP0: 29373	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:23:41	   100.630 MHz	 16.2 V/m	 -9.1 dBm	OK	IP0: 29325	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:23:47	   101.133 MHz	 15.9 V/m	 -9.2 dBm	OK	IP0: 29294	(11.45 V/m)	Digital: 0XFF
25/01/2016 14:23:53	   101.639 MHz	 15.5 V/m	 -9.4 dBm	OK	IP0: 29268	(11.49 V/m)	Digital: 0XFF
25/01/2016 14:23:59	   102.147 MHz	 15.1 V/m	 -9.7 dBm	OK	IP0: 29221	(11.49 V/m)	Digital: 0XFF
25/01/2016 14:24:05	   102.658 MHz	 14.8 V/m	 -9.9 dBm	OK	IP0: 29159	(11.51 V/m)	Digital: 0XFF
25/01/2016 14:24:11	   103.171 MHz	 14.4 V/m	-10.1 dBm	OK	IP0: 29098	(11.51 V/m)	Digital: 0XFF
25/01/2016 14:24:17	   103.687 MHz	 14.2 V/m	-10.2 dBm	OK	IP0: 29045	(11.51 V/m)	Digital: 0XFF
25/01/2016 14:24:23	   104.206 MHz	 14.0 V/m	-10.3 dBm	OK	IP0: 28995	(11.49 V/m)	Digital: 0XFF
25/01/2016 14:24:29	   104.727 MHz	 13.9 V/m	-10.4 dBm	OK	IP0: 28989	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:24:35	   105.250 MHz	 13.8 V/m	-10.4 dBm	OK	IP0: 28989	(11.45 V/m)	Digital: 0XFF
25/01/2016 14:24:41	   105.777 MHz	 13.8 V/m	-10.4 dBm	OK	IP0: 28990	(11.45 V/m)	Digital: 0XFF
25/01/2016 14:24:47	   106.305 MHz	 13.7 V/m	-10.4 dBm	OK	IP0: 29000	(11.46 V/m)	Digital: 0XFF
25/01/2016 14:24:53	   106.837 MHz	 13.7 V/m	-10.3 dBm	OK	IP0: 28979	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:24:59	   107.371 MHz	 13.7 V/m	-10.3 dBm	OK	IP0: 28989	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:25:05	   107.908 MHz	 13.7 V/m	-10.3 dBm	OK	IP0: 28989	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:25:11	   108.448 MHz	 13.8 V/m	-10.3 dBm	OK	IP0: 28995	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:25:17	   108.990 MHz	 13.8 V/m	-10.3 dBm	OK	IP0: 29000	(11.43 V/m)	Digital: 0XFF
25/01/2016 14:25:23	   109.535 MHz	 13.9 V/m	-10.3 dBm	OK	IP0: 28998	(11.44 V/m)	Digital: 0XFF
25/01/2016 14:25:29	   110.082 MHz	 13.9 V/m	-10.2 dBm	OK	IP0: 28983	(11.42 V/m)	Digital: 0XFF
25/01/2016 14:25:34	   110.633 MHz	 14.3 V/m	-10.0 dBm	OK	IP0: 29030	(11.60 V/m)	Digital: 0XFF
25/01/2016 14:25:40	   111.186 MHz	 14.3 V/m	-10.0 dBm	OK	IP0: 28965	(11.42 V/m)	Digital: 0XFF
