04/05/2016 09:28:34	     2.088 MHz	 10.4 V/m	-14.7 dBm	OK
04/05/2016 09:28:38	     2.109 MHz	 10.4 V/m	-14.7 dBm	OK
04/05/2016 09:28:41	     2.130 MHz	 10.4 V/m	-14.7 dBm	OK
04/05/2016 09:28:45	     2.152 MHz	 10.4 V/m	-14.5 dBm	OK
04/05/2016 09:28:49	     2.173 MHz	 10.4 V/m	-14.5 dBm	OK
04/05/2016 09:28:53	     2.195 MHz	 10.4 V/m	-14.5 dBm	OK
04/05/2016 09:28:56	     2.217 MHz	 10.4 V/m	-14.5 dBm	OK
04/05/2016 09:29:00	     2.239 MHz	 10.4 V/m	-14.5 dBm	OK
04/05/2016 09:29:04	     2.261 MHz	 10.5 V/m	-14.3 dBm	OK
04/05/2016 09:29:08	     2.284 MHz	 10.4 V/m	-14.3 dBm	OK
04/05/2016 09:29:11	     2.307 MHz	 10.4 V/m	-14.3 dBm	OK
04/05/2016 09:29:15	     2.330 MHz	 10.4 V/m	-14.3 dBm	OK
04/05/2016 09:29:18	     2.353 MHz	 10.4 V/m	-14.3 dBm	OK
04/05/2016 09:29:22	     2.377 MHz	 10.4 V/m	-14.1 dBm	OK
04/05/2016 09:29:25	     2.400 MHz	 10.4 V/m	-14.1 dBm	OK
04/05/2016 09:29:29	     2.424 MHz	 10.4 V/m	-14.1 dBm	OK
04/05/2016 09:29:33	     2.449 MHz	 10.4 V/m	-14.1 dBm	OK
04/05/2016 09:29:37	     2.473 MHz	 10.5 V/m	-13.9 dBm	OK
04/05/2016 09:29:41	     2.498 MHz	 10.4 V/m	-13.9 dBm	OK
04/05/2016 09:29:45	     2.523 MHz	 10.4 V/m	-13.9 dBm	OK
04/05/2016 09:29:48	     2.548 MHz	 10.4 V/m	-13.9 dBm	OK
04/05/2016 09:29:51	     2.574 MHz	 10.4 V/m	-13.9 dBm	OK
04/05/2016 09:29:55	     2.599 MHz	 10.4 V/m	-13.9 dBm	OK
04/05/2016 09:29:59	     2.625 MHz	 10.4 V/m	-13.7 dBm	OK
04/05/2016 09:30:03	     2.652 MHz	 10.4 V/m	-13.7 dBm	OK
04/05/2016 09:30:07	     2.678 MHz	 10.4 V/m	-13.7 dBm	OK
04/05/2016 09:30:10	     2.705 MHz	 10.4 V/m	-13.7 dBm	OK
04/05/2016 09:30:14	     2.732 MHz	 10.4 V/m	-13.7 dBm	OK
04/05/2016 09:30:18	     2.759 MHz	 10.4 V/m	-13.5 dBm	OK
04/05/2016 09:30:21	     2.787 MHz	 10.4 V/m	-13.5 dBm	OK
04/05/2016 09:30:25	     2.815 MHz	 10.4 V/m	-13.5 dBm	OK
04/05/2016 09:30:29	     2.843 MHz	 10.4 V/m	-13.3 dBm	OK
04/05/2016 09:30:33	     2.871 MHz	 10.4 V/m	-13.3 dBm	OK
04/05/2016 09:30:36	     2.900 MHz	 10.4 V/m	-13.3 dBm	OK
04/05/2016 09:30:40	     2.929 MHz	 10.4 V/m	-13.1 dBm	OK
04/05/2016 09:30:44	     2.958 MHz	 10.4 V/m	-13.1 dBm	OK
04/05/2016 09:30:48	     2.988 MHz	 10.5 V/m	-12.9 dBm	OK
04/05/2016 09:30:51	     3.018 MHz	 10.4 V/m	-12.9 dBm	OK
04/05/2016 09:30:54	     3.048 MHz	 10.4 V/m	-12.9 dBm	OK
04/05/2016 09:30:58	     3.078 MHz	 10.4 V/m	-12.7 dBm	OK
04/05/2016 09:31:01	     3.109 MHz	 10.4 V/m	-12.7 dBm	OK
04/05/2016 09:31:06	     3.140 MHz	 10.4 V/m	-12.5 dBm	OK
04/05/2016 09:31:09	     3.172 MHz	 10.4 V/m	-12.5 dBm	OK
04/05/2016 09:31:13	     3.203 MHz	 10.4 V/m	-12.3 dBm	OK
04/05/2016 09:31:16	     3.235 MHz	 10.4 V/m	-12.3 dBm	OK
04/05/2016 09:31:17	     3.268 MHz	 10.4 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:31:21	     3.300 MHz	  9.9 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:31:25	     3.333 MHz	  9.9 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:31:28	     3.367 MHz	  9.7 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:31:32	     3.400 MHz	  9.7 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:31:35	     3.434 MHz	  9.4 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:31:38	     3.469 MHz	  9.3 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:31:42	     3.503 MHz	  9.0 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:31:45	     3.538 MHz	  8.9 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:31:49	     3.574 MHz	  8.9 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:31:52	     3.610 MHz	  8.7 V/m	-12.6 dBm	FAIL (LIMIT)
04/05/2016 09:31:56	     3.646 MHz	  8.5 V/m	-12.6 dBm	FAIL (LIMIT)
04/05/2016 09:31:59	     3.682 MHz	  8.3 V/m	-12.6 dBm	FAIL (LIMIT)
04/05/2016 09:32:02	     3.719 MHz	  8.3 V/m	-12.6 dBm	FAIL (LIMIT)
04/05/2016 09:32:05	     3.756 MHz	  8.2 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:09	     3.794 MHz	  8.0 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:12	     3.832 MHz	  7.8 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:16	     3.870 MHz	  7.8 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:19	     3.909 MHz	  7.6 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:23	     3.948 MHz	  7.5 V/m	-12.8 dBm	FAIL (LIMIT)
04/05/2016 09:32:26	     3.987 MHz	  7.5 V/m	-12.8 dBm	FAIL (LIMIT)
04/05/2016 09:32:30	     4.027 MHz	  7.3 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:33	     4.067 MHz	  7.3 V/m	-12.7 dBm	FAIL (LIMIT)
04/05/2016 09:32:37	     4.108 MHz	  7.2 V/m	-12.6 dBm	FAIL (LIMIT)
04/05/2016 09:32:41	     4.149 MHz	  7.2 V/m	-12.5 dBm	FAIL (LIMIT)
04/05/2016 09:32:45	     4.191 MHz	  7.2 V/m	-12.4 dBm	FAIL (LIMIT)
04/05/2016 09:32:49	     4.233 MHz	  7.2 V/m	-12.3 dBm	FAIL (LIMIT)
04/05/2016 09:32:53	     4.275 MHz	  7.2 V/m	-12.2 dBm	FAIL (LIMIT)
04/05/2016 09:32:57	     4.318 MHz	  7.2 V/m	-12.1 dBm	FAIL (LIMIT)
04/05/2016 09:33:01	     4.361 MHz	  7.3 V/m	-12.0 dBm	FAIL (LIMIT)
04/05/2016 09:33:05	     4.404 MHz	  7.3 V/m	-12.0 dBm	FAIL (LIMIT)
04/05/2016 09:33:09	     4.448 MHz	  7.3 V/m	-11.9 dBm	FAIL (LIMIT)
04/05/2016 09:33:13	     4.493 MHz	  7.3 V/m	-11.8 dBm	FAIL (LIMIT)
04/05/2016 09:33:17	     4.538 MHz	  7.3 V/m	-11.7 dBm	FAIL (LIMIT)
04/05/2016 09:33:21	     4.583 MHz	  7.3 V/m	-11.6 dBm	FAIL (LIMIT)
04/05/2016 09:33:25	     4.629 MHz	  7.5 V/m	-11.5 dBm	FAIL (LIMIT)
04/05/2016 09:33:29	     4.675 MHz	  7.5 V/m	-11.4 dBm	FAIL (LIMIT)
04/05/2016 09:33:34	     4.722 MHz	  7.6 V/m	-11.3 dBm	FAIL (LIMIT)
04/05/2016 09:33:38	     4.769 MHz	  7.6 V/m	-11.2 dBm	FAIL (LIMIT)
04/05/2016 09:33:42	     4.817 MHz	  7.8 V/m	-11.1 dBm	FAIL (LIMIT)
04/05/2016 09:33:48	     4.865 MHz	  8.0 V/m	-11.0 dBm	FAIL (LIMIT)
04/05/2016 09:33:52	     4.914 MHz	  8.2 V/m	-10.9 dBm	FAIL (LIMIT)
04/05/2016 09:33:56	     4.963 MHz	  8.5 V/m	-10.8 dBm	FAIL (LIMIT)
04/05/2016 09:34:00	     5.000 MHz	  8.7 V/m	-10.7 dBm	FAIL (LIMIT)
