03/01/2017 14:23:49	     5.000 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:50	     5.050 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:51	     5.101 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:52	     5.152 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:53	     5.203 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:54	     5.255 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:55	     5.308 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:23:56	     5.361 MHz	 10.0 V/m	 -9.1 dBm	OK
03/01/2017 14:23:57	     5.414 MHz	 10.0 V/m	 -9.1 dBm	OK
03/01/2017 14:23:58	     5.468 MHz	 10.0 V/m	 -9.1 dBm	OK
03/01/2017 14:23:59	     5.523 MHz	 10.0 V/m	 -9.1 dBm	OK
03/01/2017 14:24:01	     5.578 MHz	 10.0 V/m	 -9.2 dBm	OK
03/01/2017 14:24:03	     5.634 MHz	 10.0 V/m	 -9.3 dBm	OK
03/01/2017 14:24:04	     5.690 MHz	 10.0 V/m	 -9.3 dBm	OK
03/01/2017 14:24:06	     5.747 MHz	 10.0 V/m	 -9.5 dBm	OK
03/01/2017 14:24:07	     5.805 MHz	 10.0 V/m	 -9.5 dBm	OK
03/01/2017 14:24:08	     5.863 MHz	 10.0 V/m	 -9.5 dBm	OK
03/01/2017 14:24:09	     5.922 MHz	 10.0 V/m	 -9.5 dBm	OK
03/01/2017 14:24:11	     5.981 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:12	     6.041 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:13	     6.101 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:14	     6.162 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:15	     6.224 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:16	     6.286 MHz	 10.0 V/m	 -9.7 dBm	OK
03/01/2017 14:24:18	     6.349 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:19	     6.412 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:20	     6.476 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:21	     6.541 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:22	     6.606 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:23	     6.673 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:24	     6.739 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:25	     6.807 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:26	     6.875 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:27	     6.943 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:28	     7.013 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:29	     7.083 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:30	     7.154 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:31	     7.225 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:32	     7.298 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:33	     7.371 MHz	 10.0 V/m	 -9.9 dBm	OK
03/01/2017 14:24:34	     7.444 MHz	  9.9 V/m	 -9.9 dBm	OK
03/01/2017 14:24:35	     7.519 MHz	  9.9 V/m	 -9.9 dBm	OK
03/01/2017 14:24:36	     7.594 MHz	  9.9 V/m	 -9.9 dBm	OK
03/01/2017 14:24:37	     7.670 MHz	  9.9 V/m	 -9.9 dBm	OK
03/01/2017 14:24:38	     7.747 MHz	  9.9 V/m	 -9.9 dBm	OK
03/01/2017 14:24:40	     7.824 MHz	  9.9 V/m	 -9.8 dBm	OK
03/01/2017 14:24:42	     7.902 MHz	  9.9 V/m	 -9.7 dBm	OK
03/01/2017 14:24:43	     7.981 MHz	  9.9 V/m	 -9.7 dBm	OK
03/01/2017 14:24:45	     8.061 MHz	  9.9 V/m	 -9.5 dBm	OK
03/01/2017 14:24:46	     8.142 MHz	  9.9 V/m	 -9.5 dBm	OK
03/01/2017 14:24:47	     8.223 MHz	  9.9 V/m	 -9.5 dBm	OK
03/01/2017 14:24:49	     8.305 MHz	  9.9 V/m	 -9.4 dBm	OK
03/01/2017 14:24:50	     8.388 MHz	  9.9 V/m	 -9.4 dBm	OK
03/01/2017 14:24:52	     8.472 MHz	  9.9 V/m	 -9.3 dBm	OK
03/01/2017 14:24:53	     8.557 MHz	  9.9 V/m	 -9.3 dBm	OK
03/01/2017 14:24:55	     8.643 MHz	  9.9 V/m	 -9.2 dBm	OK
03/01/2017 14:24:56	     8.729 MHz	  9.9 V/m	 -9.2 dBm	OK
03/01/2017 14:24:58	     8.816 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:24:59	     8.905 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:00	     8.994 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:01	     9.083 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:02	     9.174 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:03	     9.266 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:04	     9.359 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:05	     9.452 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:06	     9.547 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:07	     9.642 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:08	     9.739 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:09	     9.836 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:10	     9.934 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:11	    10.034 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:12	    10.134 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:13	    10.235 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:14	    10.338 MHz	  9.9 V/m	 -9.1 dBm	OK
03/01/2017 14:25:15	    10.441 MHz	  9.9 V/m	 -9.1 dBm	OK
