21/03/2017 15:29:17	     1.000 MHz	 10.4 V/m	-16.9 dBm	OK
21/03/2017 15:29:21	     1.010 MHz	 10.5 V/m	-16.7 dBm	OK
21/03/2017 15:29:25	     1.020 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:28	     1.030 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:31	     1.041 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:34	     1.051 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:37	     1.062 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:40	     1.072 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:44	     1.083 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:47	     1.094 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:50	     1.105 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:53	     1.116 MHz	 10.4 V/m	-16.7 dBm	OK
21/03/2017 15:29:57	     1.127 MHz	 10.5 V/m	-16.5 dBm	OK
21/03/2017 15:30:00	     1.138 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:03	     1.149 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:06	     1.161 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:10	     1.173 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:13	     1.184 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:16	     1.196 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:19	     1.208 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:22	     1.220 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:25	     1.232 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:28	     1.245 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:31	     1.257 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:34	     1.270 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:38	     1.282 MHz	 10.4 V/m	-16.5 dBm	OK
21/03/2017 15:30:42	     1.295 MHz	 10.7 V/m	-16.1 dBm	OK
21/03/2017 15:30:46	     1.308 MHz	 10.7 V/m	-16.1 dBm	OK
21/03/2017 15:30:50	     1.321 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:30:53	     1.335 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:30:57	     1.348 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:00	     1.361 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:03	     1.375 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:07	     1.389 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:10	     1.403 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:13	     1.417 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:16	     1.431 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:19	     1.445 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:22	     1.460 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:25	     1.474 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:28	     1.489 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:31	     1.504 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:34	     1.519 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:38	     1.534 MHz	 10.5 V/m	-16.1 dBm	OK
21/03/2017 15:31:41	     1.549 MHz	 10.5 V/m	-16.1 dBm	OK
