21/10/2015 14:55:33	    80.000 MHz	  5.5 V/m	-17.3 dBm	OK	IP0: 25488	(4.41 V/m)	Digital: 0XFF
21/10/2015 14:55:38	    80.400 MHz	  5.9 V/m	-17.1 dBm	OK	IP0: 25569	(4.63 V/m)	Digital: 0XFF
21/10/2015 14:55:42	    80.802 MHz	  6.4 V/m	-17.1 dBm	OK	IP0: 25520	(4.65 V/m)	Digital: 0XFF
21/10/2015 14:55:46	    81.206 MHz	  6.6 V/m	-17.2 dBm	OK	IP0: 25444	(4.66 V/m)	Digital: 0XFF
21/10/2015 14:55:50	    81.612 MHz	  6.7 V/m	-17.3 dBm	OK	IP0: 25330	(4.65 V/m)	Digital: 0XFF
21/10/2015 14:55:54	    82.020 MHz	  6.8 V/m	-17.4 dBm	OK	IP0: 25199	(4.64 V/m)	Digital: 0XFF
21/10/2015 14:55:58	    82.430 MHz	  6.8 V/m	-17.5 dBm	OK	IP0: 25108	(4.64 V/m)	Digital: 0XFF
21/10/2015 14:56:02	    82.842 MHz	  7.0 V/m	-17.5 dBm	OK	IP0: 25026	(4.63 V/m)	Digital: 0XFF
21/10/2015 14:56:06	    83.257 MHz	  7.1 V/m	-17.7 dBm	OK	IP0: 24893	(4.63 V/m)	Digital: 0XFF
21/10/2015 14:56:10	    83.673 MHz	  7.1 V/m	-17.7 dBm	OK	IP0: 24781	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:56:14	    84.091 MHz	  7.3 V/m	-17.8 dBm	OK	IP0: 24684	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:56:18	    84.512 MHz	  7.4 V/m	-17.7 dBm	OK	IP0: 24728	(4.70 V/m)	Digital: 0XFF
21/10/2015 14:56:24	    84.934 MHz	  7.0 V/m	-17.8 dBm	OK	IP0: 24567	(4.62 V/m)	Digital: 0XFF
21/10/2015 14:56:30	    85.359 MHz	  7.1 V/m	-17.7 dBm	OK	IP0: 24537	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:56:36	    85.786 MHz	  7.0 V/m	-17.8 dBm	OK	IP0: 24387	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:56:41	    86.215 MHz	  7.0 V/m	-17.6 dBm	OK	IP0: 24428	(4.70 V/m)	Digital: 0XFF
21/10/2015 14:56:47	    86.646 MHz	  6.8 V/m	-17.8 dBm	OK	IP0: 24209	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:56:53	    87.079 MHz	  6.8 V/m	-17.7 dBm	OK	IP0: 24207	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:56:58	    87.514 MHz	  6.7 V/m	-17.6 dBm	OK	IP0: 24165	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:57:04	    87.952 MHz	  6.4 V/m	-17.8 dBm	OK	IP0: 23985	(4.60 V/m)	Digital: 0XFF
21/10/2015 14:57:09	    88.392 MHz	  6.3 V/m	-17.7 dBm	OK	IP0: 23999	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:57:15	    88.834 MHz	  6.0 V/m	-17.9 dBm	OK	IP0: 23776	(4.60 V/m)	Digital: 0XFF
21/10/2015 14:57:21	    89.278 MHz	  6.0 V/m	-17.8 dBm	OK	IP0: 23776	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:57:26	    89.724 MHz	  5.8 V/m	-17.9 dBm	OK	IP0: 23716	(4.70 V/m)	Digital: 0XFF
21/10/2015 14:57:32	    90.173 MHz	  5.6 V/m	-18.1 dBm	OK	IP0: 23524	(4.60 V/m)	Digital: 0XFF
21/10/2015 14:57:38	    90.624 MHz	  5.5 V/m	-18.1 dBm	OK	IP0: 23507	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:57:44	    91.077 MHz	  5.5 V/m	-18.2 dBm	OK	IP0: 23403	(4.70 V/m)	Digital: 0XFF
21/10/2015 14:57:50	    91.532 MHz	  5.4 V/m	-18.2 dBm	OK	IP0: 23329	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:57:56	    91.990 MHz	  5.3 V/m	-18.3 dBm	OK	IP0: 23247	(4.70 V/m)	Digital: 0XFF
21/10/2015 14:58:02	    92.450 MHz	  5.3 V/m	-18.3 dBm	OK	IP0: 23264	(4.67 V/m)	Digital: 0XFF
21/10/2015 14:58:08	    92.912 MHz	  5.4 V/m	-18.1 dBm	OK	IP0: 23309	(4.66 V/m)	Digital: 0XFF
21/10/2015 14:58:13	    93.377 MHz	  5.5 V/m	-17.9 dBm	OK	IP0: 23404	(4.66 V/m)	Digital: 0XFF
21/10/2015 14:58:18	    93.843 MHz	  5.5 V/m	-17.8 dBm	OK	IP0: 23515	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:58:24	    94.313 MHz	  5.6 V/m	-17.6 dBm	OK	IP0: 23566	(4.67 V/m)	Digital: 0XFF
21/10/2015 14:58:29	    94.784 MHz	  5.6 V/m	-17.5 dBm	OK	IP0: 23649	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:58:34	    95.258 MHz	  5.7 V/m	-17.3 dBm	OK	IP0: 23750	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:58:40	    95.734 MHz	  5.6 V/m	-17.2 dBm	OK	IP0: 23830	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:58:46	    96.213 MHz	  5.6 V/m	-17.0 dBm	OK	IP0: 23874	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:58:52	    96.694 MHz	  5.5 V/m	-17.0 dBm	OK	IP0: 23901	(4.59 V/m)	Digital: 0XFF
21/10/2015 14:58:57	    97.178 MHz	  5.6 V/m	-16.8 dBm	OK	IP0: 24034	(4.68 V/m)	Digital: 0XFF
21/10/2015 14:59:02	    97.664 MHz	  5.6 V/m	-16.7 dBm	OK	IP0: 24132	(4.69 V/m)	Digital: 0XFF
21/10/2015 14:59:08	    98.152 MHz	  5.5 V/m	-16.7 dBm	OK	IP0: 24156	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:59:14	    98.643 MHz	  5.4 V/m	-16.7 dBm	OK	IP0: 24194	(4.60 V/m)	Digital: 0XFF
21/10/2015 14:59:20	    99.136 MHz	  5.3 V/m	-16.7 dBm	OK	IP0: 24271	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:59:26	    99.632 MHz	  5.3 V/m	-16.6 dBm	OK	IP0: 24391	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:59:32	   100.130 MHz	  5.2 V/m	-16.7 dBm	OK	IP0: 24400	(4.61 V/m)	Digital: 0XFF
21/10/2015 14:59:38	   100.630 MHz	  5.1 V/m	-16.9 dBm	OK	IP0: 24381	(4.62 V/m)	Digital: 0XFF
21/10/2015 14:59:44	   101.133 MHz	  5.0 V/m	-17.1 dBm	OK	IP0: 24351	(4.64 V/m)	Digital: 0XFF
21/10/2015 14:59:50	   101.639 MHz	  4.8 V/m	-17.3 dBm	OK	IP0: 24247	(4.63 V/m)	Digital: 0XFF
