01/12/2016 12:41:33	    27.000 MHz	 10.5 V/m	 -8.4 dBm	OK
01/12/2016 12:43:46	    32.310 MHz	 11.4 V/m	 -8.3 dBm	OK
01/12/2016 12:43:50	    32.472 MHz	 11.4 V/m	 -8.7 dBm	OK
01/12/2016 12:43:55	    32.634 MHz	 11.4 V/m	 -9.2 dBm	OK
01/12/2016 12:43:59	    32.797 MHz	 11.2 V/m	 -9.7 dBm	OK
01/12/2016 12:44:03	    32.961 MHz	 11.4 V/m	 -9.8 dBm	OK
01/12/2016 12:44:07	    33.126 MHz	 11.4 V/m	-10.1 dBm	OK
01/12/2016 12:44:10	    33.292 MHz	 11.4 V/m	-10.1 dBm	OK
01/12/2016 12:44:13	    33.458 MHz	 11.2 V/m	-10.1 dBm	OK
01/12/2016 12:44:17	    33.626 MHz	 10.7 V/m	-10.1 dBm	OK
01/12/2016 12:44:20	    33.794 MHz	 10.4 V/m	-10.1 dBm	OK
01/12/2016 12:44:24	    33.963 MHz	 10.4 V/m	 -9.7 dBm	OK
01/12/2016 12:44:28	    34.133 MHz	 10.5 V/m	 -9.1 dBm	OK
01/12/2016 12:44:32	    34.303 MHz	 10.7 V/m	 -8.5 dBm	OK
01/12/2016 12:44:36	    34.475 MHz	 10.4 V/m	 -8.5 dBm	OK
01/12/2016 12:44:40	    34.647 MHz	 10.4 V/m	 -8.1 dBm	OK
01/12/2016 12:44:44	    34.820 MHz	 10.4 V/m	 -7.9 dBm	OK
01/12/2016 12:44:48	    34.994 MHz	 10.4 V/m	 -7.7 dBm	OK
01/12/2016 12:44:52	    35.169 MHz	 10.4 V/m	 -7.7 dBm	OK
01/12/2016 12:44:56	    35.345 MHz	 10.4 V/m	 -7.7 dBm	OK
01/12/2016 12:44:59	    35.522 MHz	 10.5 V/m	 -7.7 dBm	OK
01/12/2016 12:45:02	    35.700 MHz	 10.7 V/m	 -7.7 dBm	OK
01/12/2016 12:45:06	    35.878 MHz	 11.0 V/m	 -7.7 dBm	OK
01/12/2016 12:45:10	    36.057 MHz	 11.4 V/m	 -7.7 dBm	OK
01/12/2016 12:45:14	    36.238 MHz	 11.4 V/m	 -8.1 dBm	OK
01/12/2016 12:45:18	    36.419 MHz	 11.4 V/m	 -8.3 dBm	OK
01/12/2016 12:45:22	    36.601 MHz	 11.4 V/m	 -8.5 dBm	OK
01/12/2016 12:45:26	    36.784 MHz	 11.4 V/m	 -8.7 dBm	OK
01/12/2016 12:45:29	    36.968 MHz	 11.4 V/m	 -8.7 dBm	OK
01/12/2016 12:45:32	    37.153 MHz	 11.2 V/m	 -8.7 dBm	OK
01/12/2016 12:45:35	    37.339 MHz	 11.0 V/m	 -8.7 dBm	OK
01/12/2016 12:45:39	    37.525 MHz	 10.7 V/m	 -8.7 dBm	OK
01/12/2016 12:45:43	    37.713 MHz	 10.5 V/m	 -8.7 dBm	OK
01/12/2016 12:45:47	    37.901 MHz	 10.5 V/m	 -8.5 dBm	OK
01/12/2016 12:45:50	    38.091 MHz	 10.4 V/m	 -8.5 dBm	OK
01/12/2016 12:45:54	    38.281 MHz	 10.5 V/m	 -8.1 dBm	OK
01/12/2016 12:45:57	    38.473 MHz	 10.5 V/m	 -8.1 dBm	OK
01/12/2016 12:46:00	    38.665 MHz	 10.5 V/m	 -8.1 dBm	OK
01/12/2016 12:46:03	    38.859 MHz	 10.7 V/m	 -8.1 dBm	OK
01/12/2016 12:46:07	    39.053 MHz	 11.0 V/m	 -8.1 dBm	OK
01/12/2016 12:46:11	    39.248 MHz	 11.4 V/m	 -8.1 dBm	OK
01/12/2016 12:46:15	    39.444 MHz	 11.4 V/m	 -8.4 dBm	OK
01/12/2016 12:46:19	    39.642 MHz	 11.4 V/m	 -8.6 dBm	OK
01/12/2016 12:46:23	    39.840 MHz	 11.4 V/m	 -8.9 dBm	OK
01/12/2016 12:46:26	    40.039 MHz	 11.4 V/m	 -8.9 dBm	OK
01/12/2016 12:46:30	    40.239 MHz	 11.4 V/m	 -9.0 dBm	OK
01/12/2016 12:46:33	    40.440 MHz	 11.4 V/m	 -9.0 dBm	OK
01/12/2016 12:46:36	    40.643 MHz	 11.0 V/m	 -9.0 dBm	OK
01/12/2016 12:46:40	    40.846 MHz	 10.7 V/m	 -9.0 dBm	OK
01/12/2016 12:46:44	    41.050 MHz	 10.4 V/m	 -9.0 dBm	OK
01/12/2016 12:46:48	    41.255 MHz	 10.4 V/m	 -8.8 dBm	OK
01/12/2016 12:46:52	    41.462 MHz	 10.5 V/m	 -8.4 dBm	OK
01/12/2016 12:46:55	    41.669 MHz	 10.4 V/m	 -8.4 dBm	OK
01/12/2016 12:46:58	    41.877 MHz	 10.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:01	    42.087 MHz	 10.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:04	    42.297 MHz	 10.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:07	    42.508 MHz	 10.5 V/m	 -8.4 dBm	OK
01/12/2016 12:47:11	    42.721 MHz	 10.7 V/m	 -8.4 dBm	OK
01/12/2016 12:47:15	    42.935 MHz	 11.0 V/m	 -8.4 dBm	OK
01/12/2016 12:47:19	    43.149 MHz	 11.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:23	    43.365 MHz	 11.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:27	    43.582 MHz	 11.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:30	    43.800 MHz	 11.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:33	    44.019 MHz	 11.2 V/m	 -8.4 dBm	OK
01/12/2016 12:47:37	    44.239 MHz	 11.0 V/m	 -8.4 dBm	OK
01/12/2016 12:47:41	    44.460 MHz	 10.5 V/m	 -8.4 dBm	OK
01/12/2016 12:47:44	    44.682 MHz	 10.4 V/m	 -8.4 dBm	OK
01/12/2016 12:47:48	    44.906 MHz	 10.5 V/m	 -8.0 dBm	OK
01/12/2016 12:47:51	    45.000 MHz	 10.4 V/m	 -8.0 dBm	OK
