31/03/2016 07:58:46	     1.000 MHz	 10.0 V/m	 -6.9 dBm	OK
31/03/2016 07:58:49	     2.000 MHz	 10.0 V/m	 -5.8 dBm	OK
31/03/2016 07:58:51	     3.000 MHz	 10.0 V/m	 -6.0 dBm	OK
31/03/2016 07:58:53	     4.000 MHz	 10.0 V/m	 -6.2 dBm	OK
31/03/2016 07:58:58	     5.000 MHz	 10.0 V/m	 -4.2 dBm	OK
31/03/2016 07:59:01	     6.000 MHz	 10.0 V/m	 -5.0 dBm	OK
31/03/2016 07:59:05	     7.000 MHz	 10.0 V/m	 -5.9 dBm	OK
31/03/2016 07:59:09	     8.000 MHz	 10.0 V/m	 -4.8 dBm	OK
31/03/2016 07:59:11	     9.000 MHz	 10.0 V/m	 -4.6 dBm	OK
31/03/2016 07:59:13	    10.000 MHz	 10.0 V/m	 -4.8 dBm	OK
31/03/2016 07:59:17	    11.000 MHz	 10.0 V/m	 -3.9 dBm	OK
31/03/2016 07:59:19	    12.000 MHz	 10.0 V/m	 -4.1 dBm	OK
31/03/2016 07:59:21	    13.000 MHz	 10.0 V/m	 -4.3 dBm	OK
31/03/2016 07:59:24	    14.000 MHz	 10.0 V/m	 -3.3 dBm	OK
31/03/2016 07:59:27	    15.000 MHz	 10.0 V/m	 -3.6 dBm	OK
31/03/2016 07:59:30	    16.000 MHz	 10.0 V/m	 -4.5 dBm	OK
31/03/2016 07:59:34	    17.000 MHz	 10.0 V/m	 -2.8 dBm	OK
31/03/2016 07:59:37	    18.000 MHz	 10.0 V/m	 -2.1 dBm	OK
31/03/2016 07:59:41	    19.000 MHz	 10.0 V/m	 -3.6 dBm	OK
31/03/2016 07:59:44	    20.000 MHz	 10.0 V/m	 -3.2 dBm	OK
31/03/2016 07:59:48	    21.000 MHz	 10.0 V/m	 -1.3 dBm	OK
31/03/2016 07:59:51	    22.000 MHz	 10.0 V/m	 -2.2 dBm	OK
31/03/2016 07:59:55	    23.000 MHz	 10.0 V/m	 -3.7 dBm	OK
31/03/2016 07:59:58	    24.000 MHz	 10.0 V/m	 -1.9 dBm	OK
31/03/2016 08:00:01	    25.000 MHz	 10.0 V/m	 -1.3 dBm	OK
31/03/2016 08:00:05	    26.000 MHz	 10.0 V/m	 -2.9 dBm	OK
31/03/2016 08:00:08	    27.000 MHz	 10.0 V/m	 -2.2 dBm	OK
31/03/2016 08:00:12	    28.000 MHz	 10.0 V/m	 -0.7 dBm	OK
31/03/2016 08:00:16	    29.000 MHz	 10.0 V/m	 -1.8 dBm	OK
31/03/2016 08:00:19	    30.000 MHz	 10.0 V/m	 -2.7 dBm	OK
31/03/2016 08:00:23	    31.000 MHz	 10.0 V/m	 -1.2 dBm	OK
31/03/2016 08:00:24	    32.000 MHz	 10.0 V/m	 -1.2 dBm	OK
31/03/2016 08:00:28	    33.000 MHz	 10.0 V/m	 -2.6 dBm	OK
31/03/2016 08:00:31	    34.000 MHz	 10.0 V/m	 -2.0 dBm	OK
31/03/2016 08:00:34	    35.000 MHz	 10.0 V/m	 -1.0 dBm	OK
31/03/2016 08:00:38	    36.000 MHz	 10.0 V/m	 -1.7 dBm	OK
31/03/2016 08:00:41	    37.000 MHz	 10.0 V/m	 -2.7 dBm	OK
31/03/2016 08:00:44	    38.000 MHz	 10.0 V/m	 -2.0 dBm	OK
31/03/2016 08:00:45	    39.000 MHz	 10.0 V/m	 -2.0 dBm	OK
31/03/2016 08:00:49	    40.000 MHz	 10.0 V/m	 -2.9 dBm	OK
31/03/2016 08:00:52	    41.000 MHz	 10.0 V/m	 -2.5 dBm	OK
31/03/2016 08:00:54	    42.000 MHz	 10.0 V/m	 -2.2 dBm	OK
31/03/2016 08:00:57	    43.000 MHz	 10.0 V/m	 -2.7 dBm	OK
31/03/2016 08:00:59	    44.000 MHz	 10.0 V/m	 -3.0 dBm	OK
31/03/2016 08:01:02	    45.000 MHz	 10.0 V/m	 -2.6 dBm	OK
31/03/2016 08:01:04	    46.000 MHz	 10.0 V/m	 -2.8 dBm	OK
31/03/2016 08:01:07	    47.000 MHz	 10.0 V/m	 -3.5 dBm	OK
31/03/2016 08:01:09	    48.000 MHz	 10.0 V/m	 -3.3 dBm	OK
31/03/2016 08:01:11	    49.000 MHz	 10.0 V/m	 -3.0 dBm	OK
31/03/2016 08:01:13	    50.000 MHz	 10.0 V/m	 -3.2 dBm	OK
31/03/2016 08:01:16	    51.000 MHz	 10.0 V/m	 -3.6 dBm	OK
31/03/2016 08:01:18	    52.000 MHz	 10.0 V/m	 -3.4 dBm	OK
31/03/2016 08:01:20	    53.000 MHz	 10.0 V/m	 -3.6 dBm	OK
31/03/2016 08:01:23	    54.000 MHz	 10.0 V/m	 -3.9 dBm	OK
31/03/2016 08:01:24	    55.000 MHz	 10.0 V/m	 -3.9 dBm	OK
31/03/2016 08:01:26	    56.000 MHz	 10.0 V/m	 -4.0 dBm	OK
31/03/2016 08:01:28	    57.000 MHz	 10.0 V/m	 -4.2 dBm	OK
31/03/2016 08:01:30	    58.000 MHz	 10.0 V/m	 -3.9 dBm	OK
31/03/2016 08:01:32	    59.000 MHz	 10.0 V/m	 -3.7 dBm	OK
31/03/2016 08:01:35	    60.000 MHz	 10.0 V/m	 -4.2 dBm	OK
31/03/2016 08:01:38	    61.000 MHz	 10.0 V/m	 -4.4 dBm	OK
31/03/2016 08:01:40	    62.000 MHz	 10.0 V/m	 -4.0 dBm	OK
