14/09/2017 16:08:08	    70.000 MHz	 10.5 V/m	 -9.3 dBm	OK
14/09/2017 16:11:03	    91.180 MHz	 11.2 V/m	-11.1 dBm	OK
14/09/2017 16:11:06	    91.636 MHz	 11.0 V/m	-11.1 dBm	OK
14/09/2017 16:11:09	    92.094 MHz	 11.0 V/m	-11.1 dBm	OK
14/09/2017 16:11:12	    92.554 MHz	 11.2 V/m	-11.1 dBm	OK
14/09/2017 16:11:15	    93.017 MHz	 11.2 V/m	-11.1 dBm	OK
14/09/2017 16:11:18	    93.482 MHz	 11.4 V/m	-11.1 dBm	OK
14/09/2017 16:11:22	    93.950 MHz	 11.2 V/m	-11.3 dBm	OK
14/09/2017 16:11:25	    94.420 MHz	 11.2 V/m	-11.3 dBm	OK
14/09/2017 16:11:28	    94.892 MHz	 11.0 V/m	-11.3 dBm	OK
14/09/2017 16:11:31	    95.366 MHz	 10.7 V/m	-11.3 dBm	OK
14/09/2017 16:11:34	    95.843 MHz	 10.7 V/m	-11.3 dBm	OK
14/09/2017 16:11:37	    96.322 MHz	 10.5 V/m	-11.3 dBm	OK
14/09/2017 16:11:40	    96.804 MHz	 10.5 V/m	-11.3 dBm	OK
14/09/2017 16:11:43	    97.288 MHz	 10.7 V/m	-11.3 dBm	OK
14/09/2017 16:11:46	    97.774 MHz	 10.7 V/m	-11.3 dBm	OK
14/09/2017 16:11:49	    98.263 MHz	 10.5 V/m	-11.3 dBm	OK
14/09/2017 16:11:53	    98.754 MHz	 10.4 V/m	-11.1 dBm	OK
14/09/2017 16:11:57	    99.248 MHz	 10.4 V/m	-10.7 dBm	OK
14/09/2017 16:12:01	    99.744 MHz	 10.4 V/m	-10.5 dBm	OK
14/09/2017 16:12:05	   100.000 MHz	 10.4 V/m	-10.3 dBm	OK
