29/03/2017 14:50:28	    80.000 MHz	  6.2 V/m	-21.3 dBm	OK	IP0: 25665	(4.15 V/m)	Digital: 0XFF
29/03/2017 14:50:33	    80.400 MHz	  6.7 V/m	-20.3 dBm	OK	IP0: 26080	(5.02 V/m)	Digital: 0XFF
29/03/2017 14:50:39	    80.802 MHz	  6.6 V/m	-20.2 dBm	OK	IP0: 25888	(4.97 V/m)	Digital: 0XFF
29/03/2017 14:50:44	    81.206 MHz	  6.7 V/m	-20.0 dBm	OK	IP0: 25805	(4.96 V/m)	Digital: 0XFF
29/03/2017 14:50:49	    81.612 MHz	  6.6 V/m	-19.8 dBm	OK	IP0: 25733	(4.98 V/m)	Digital: 0XFF
29/03/2017 14:50:55	    82.020 MHz	  6.7 V/m	-19.7 dBm	OK	IP0: 25652	(5.02 V/m)	Digital: 0XFF
29/03/2017 14:51:00	    82.430 MHz	  6.7 V/m	-19.6 dBm	OK	IP0: 25566	(5.04 V/m)	Digital: 0XFF
29/03/2017 14:51:05	    82.842 MHz	  6.7 V/m	-19.7 dBm	OK	IP0: 25472	(5.06 V/m)	Digital: 0XFF
29/03/2017 14:51:11	    83.257 MHz	  6.7 V/m	-19.8 dBm	OK	IP0: 25449	(5.07 V/m)	Digital: 0XFF
29/03/2017 14:51:16	    83.673 MHz	  6.3 V/m	-20.5 dBm	OK	IP0: 25084	(4.86 V/m)	Digital: 0XFF
29/03/2017 14:51:21	    84.091 MHz	  6.5 V/m	-20.5 dBm	OK	IP0: 25207	(5.04 V/m)	Digital: 0XFF
29/03/2017 14:51:27	    84.512 MHz	  6.3 V/m	-21.2 dBm	OK	IP0: 24915	(4.86 V/m)	Digital: 0XFF
29/03/2017 14:51:32	    84.934 MHz	  6.6 V/m	-21.2 dBm	OK	IP0: 25126	(5.10 V/m)	Digital: 0XFF
29/03/2017 14:51:38	    85.359 MHz	  6.2 V/m	-22.0 dBm	OK	IP0: 24740	(4.87 V/m)	Digital: 0XFF
29/03/2017 14:51:43	    85.786 MHz	  6.6 V/m	-21.8 dBm	OK	IP0: 24884	(5.00 V/m)	Digital: 0XFF
29/03/2017 14:51:48	    86.215 MHz	  6.6 V/m	-21.8 dBm	OK	IP0: 24806	(5.02 V/m)	Digital: 0XFF
29/03/2017 14:51:53	    86.646 MHz	  6.5 V/m	-21.7 dBm	OK	IP0: 24708	(4.99 V/m)	Digital: 0XFF
29/03/2017 14:51:59	    87.079 MHz	  6.5 V/m	-21.5 dBm	OK	IP0: 24512	(4.88 V/m)	Digital: 0XFF
29/03/2017 14:52:04	    87.514 MHz	  6.5 V/m	-21.2 dBm	OK	IP0: 24459	(4.87 V/m)	Digital: 0XFF
29/03/2017 14:52:09	    87.952 MHz	  6.5 V/m	-20.9 dBm	OK	IP0: 24362	(4.87 V/m)	Digital: 0XFF
29/03/2017 14:52:15	    88.392 MHz	  6.6 V/m	-20.6 dBm	OK	IP0: 24287	(4.89 V/m)	Digital: 0XFF
29/03/2017 14:52:20	    88.834 MHz	  6.5 V/m	-20.4 dBm	OK	IP0: 24232	(4.93 V/m)	Digital: 0XFF
29/03/2017 14:52:25	    89.278 MHz	  6.6 V/m	-20.2 dBm	OK	IP0: 24178	(4.99 V/m)	Digital: 0XFF
29/03/2017 14:52:31	    89.724 MHz	  6.7 V/m	-20.2 dBm	OK	IP0: 24174	(5.05 V/m)	Digital: 0XFF
29/03/2017 14:52:36	    90.173 MHz	  6.6 V/m	-20.4 dBm	OK	IP0: 24097	(5.08 V/m)	Digital: 0XFF
29/03/2017 14:52:42	    90.624 MHz	  6.3 V/m	-21.2 dBm	OK	IP0: 23681	(4.82 V/m)	Digital: 0XFF
29/03/2017 14:52:48	    91.077 MHz	  6.5 V/m	-21.1 dBm	OK	IP0: 23883	(5.07 V/m)	Digital: 0XFF
29/03/2017 14:52:54	    91.532 MHz	  5.7 V/m	-22.5 dBm	OK	IP0: 23087	(4.84 V/m)	Digital: 0XFF
29/03/2017 14:52:59	    91.990 MHz	  6.1 V/m	-22.2 dBm	OK	IP0: 23502	(4.93 V/m)	Digital: 0XFF
29/03/2017 14:53:04	    92.450 MHz	  6.2 V/m	-22.1 dBm	OK	IP0: 23701	(5.06 V/m)	Digital: 0XFF
29/03/2017 14:53:09	    92.912 MHz	  6.2 V/m	-22.0 dBm	OK	IP0: 23816	(5.06 V/m)	Digital: 0XFF
29/03/2017 14:53:15	    93.377 MHz	  6.3 V/m	-21.9 dBm	OK	IP0: 23850	(5.04 V/m)	Digital: 0XFF
29/03/2017 14:53:20	    93.843 MHz	  6.1 V/m	-21.7 dBm	OK	IP0: 23859	(4.99 V/m)	Digital: 0XFF
29/03/2017 14:53:25	    94.313 MHz	  6.1 V/m	-21.4 dBm	OK	IP0: 23867	(4.93 V/m)	Digital: 0XFF
29/03/2017 14:53:30	    94.784 MHz	  6.2 V/m	-21.0 dBm	OK	IP0: 23909	(4.89 V/m)	Digital: 0XFF
29/03/2017 14:53:35	    95.258 MHz	  6.2 V/m	-20.6 dBm	OK	IP0: 23999	(4.90 V/m)	Digital: 0XFF
29/03/2017 14:53:40	    95.734 MHz	  6.3 V/m	-20.2 dBm	OK	IP0: 24108	(4.90 V/m)	Digital: 0XFF
29/03/2017 14:53:45	    96.213 MHz	  6.5 V/m	-19.9 dBm	OK	IP0: 24303	(5.02 V/m)	Digital: 0XFF
29/03/2017 14:53:51	    96.694 MHz	  6.3 V/m	-20.3 dBm	OK	IP0: 24115	(4.79 V/m)	Digital: 0XFF
29/03/2017 14:53:56	    97.178 MHz	  6.7 V/m	-20.0 dBm	OK	IP0: 24461	(5.03 V/m)	Digital: 0XFF
29/03/2017 14:54:02	    97.664 MHz	  6.7 V/m	-20.6 dBm	OK	IP0: 24368	(4.88 V/m)	Digital: 0XFF
29/03/2017 14:54:08	    98.152 MHz	  6.6 V/m	-20.9 dBm	OK	IP0: 24391	(4.83 V/m)	Digital: 0XFF
29/03/2017 14:54:13	    98.643 MHz	  7.1 V/m	-20.7 dBm	OK	IP0: 24760	(5.08 V/m)	Digital: 0XFF
29/03/2017 14:54:19	    99.136 MHz	  6.8 V/m	-21.2 dBm	OK	IP0: 24596	(4.86 V/m)	Digital: 0XFF
29/03/2017 14:54:24	    99.632 MHz	  6.6 V/m	-21.4 dBm	OK	IP0: 24564	(4.78 V/m)	Digital: 0XFF
29/03/2017 14:54:29	   100.130 MHz	  6.9 V/m	-21.0 dBm	OK	IP0: 24810	(4.95 V/m)	Digital: 0XFF
29/03/2017 14:54:35	   100.630 MHz	  6.8 V/m	-20.9 dBm	OK	IP0: 24890	(5.08 V/m)	Digital: 0XFF
29/03/2017 14:54:40	   101.133 MHz	  6.3 V/m	-21.4 dBm	OK	IP0: 24573	(4.85 V/m)	Digital: 0XFF
29/03/2017 14:54:45	   101.639 MHz	  6.5 V/m	-21.1 dBm	OK	IP0: 24771	(5.03 V/m)	Digital: 0XFF
29/03/2017 14:54:51	   102.147 MHz	  6.0 V/m	-21.7 dBm	OK	IP0: 24473	(4.86 V/m)	Digital: 0XFF
29/03/2017 14:54:56	   102.658 MHz	  6.1 V/m	-21.6 dBm	OK	IP0: 24696	(5.05 V/m)	Digital: 0XFF
29/03/2017 14:55:02	   103.171 MHz	  5.7 V/m	-22.3 dBm	OK	IP0: 24399	(4.84 V/m)	Digital: 0XFF
29/03/2017 14:55:08	   103.687 MHz	  5.8 V/m	-22.2 dBm	OK	IP0: 24649	(5.09 V/m)	Digital: 0XFF
29/03/2017 14:55:14	   104.206 MHz	  5.4 V/m	-23.0 dBm	OK	IP0: 24276	(4.82 V/m)	Digital: 0XFF
29/03/2017 14:55:19	   104.727 MHz	  5.6 V/m	-22.8 dBm	OK	IP0: 24474	(4.98 V/m)	Digital: 0XFF
29/03/2017 14:55:24	   105.250 MHz	  5.7 V/m	-22.8 dBm	OK	IP0: 24556	(5.04 V/m)	Digital: 0XFF
29/03/2017 14:55:29	   105.777 MHz	  5.7 V/m	-22.8 dBm	OK	IP0: 24566	(5.03 V/m)	Digital: 0XFF
29/03/2017 14:55:35	   106.305 MHz	  5.6 V/m	-22.7 dBm	OK	IP0: 24503	(5.02 V/m)	Digital: 0XFF
29/03/2017 14:55:40	   106.837 MHz	  5.7 V/m	-22.6 dBm	OK	IP0: 24454	(4.99 V/m)	Digital: 0XFF
29/03/2017 14:55:45	   107.371 MHz	  5.8 V/m	-22.4 dBm	OK	IP0: 24473	(4.98 V/m)	Digital: 0XFF
29/03/2017 14:55:51	   107.908 MHz	  5.9 V/m	-22.4 dBm	OK	IP0: 24530	(5.05 V/m)	Digital: 0XFF
29/03/2017 14:55:56	   108.448 MHz	  6.1 V/m	-22.4 dBm	OK	IP0: 24586	(5.06 V/m)	Digital: 0XFF
29/03/2017 14:56:02	   108.990 MHz	  5.7 V/m	-23.1 dBm	OK	IP0: 24302	(4.83 V/m)	Digital: 0XFF
29/03/2017 14:56:08	   109.535 MHz	  6.0 V/m	-23.0 dBm	OK	IP0: 24636	(5.09 V/m)	Digital: 0XFF
29/03/2017 14:56:14	   110.082 MHz	  5.7 V/m	-23.9 dBm	OK	IP0: 24375	(4.87 V/m)	Digital: 0XFF
29/03/2017 14:56:20	   110.633 MHz	  6.0 V/m	-23.8 dBm	OK	IP0: 24642	(5.10 V/m)	Digital: 0XFF
29/03/2017 14:56:25	   111.186 MHz	  6.1 V/m	-23.9 dBm	OK	IP0: 24576	(5.06 V/m)	Digital: 0XFF
29/03/2017 14:56:31	   111.742 MHz	  6.1 V/m	-23.8 dBm	OK	IP0: 24433	(4.93 V/m)	Digital: 0XFF
29/03/2017 14:56:36	   112.301 MHz	  6.2 V/m	-23.5 dBm	OK	IP0: 24207	(4.82 V/m)	Digital: 0XFF
29/03/2017 14:56:41	   112.862 MHz	  6.6 V/m	-22.5 dBm	OK	IP0: 24354	(5.01 V/m)	Digital: 0XFF
29/03/2017 14:56:47	   113.426 MHz	  6.6 V/m	-22.3 dBm	OK	IP0: 24024	(4.87 V/m)	Digital: 0XFF
29/03/2017 14:56:52	   113.994 MHz	  6.9 V/m	-22.0 dBm	OK	IP0: 23919	(4.89 V/m)	Digital: 0XFF
29/03/2017 14:56:57	   114.564 MHz	  7.1 V/m	-21.9 dBm	OK	IP0: 23842	(4.98 V/m)	Digital: 0XFF
29/03/2017 14:57:01	   115.136 MHz	  8.0 V/m	-21.9 dBm	OK	IP0: 23877	(5.08 V/m)	Digital: 0XFF
29/03/2017 14:57:05	   115.712 MHz	  8.7 V/m	-22.7 dBm	OK	IP0: 23462	(4.84 V/m)	Digital: 0XFF
29/03/2017 14:57:11	   116.291 MHz	  7.8 V/m	-23.4 dBm	OK	IP0: 23298	(4.85 V/m)	Digital: 0XFF
29/03/2017 14:57:16	   116.872 MHz	  7.9 V/m	-24.2 dBm	OK	IP0: 23011	(4.85 V/m)	Digital: 0XFF
29/03/2017 14:57:22	   117.456 MHz	  7.9 V/m	-24.8 dBm	OK	IP0: 22690	(4.78 V/m)	Digital: 0XFF
29/03/2017 14:57:28	   118.044 MHz	  8.2 V/m	-24.7 dBm	OK	IP0: 22528	(4.89 V/m)	Digital: 0XFF
