09/10/2015 13:40:44	    80.000 MHz	  4.5 V/m	-17.5 dBm	OK	IP0: 25160	(4.08 V/m)	Digital: 0XFF
09/10/2015 13:40:49	    80.400 MHz	  5.1 V/m	-16.5 dBm	OK	IP0: 25763	(4.75 V/m)	Digital: 0XFF
09/10/2015 13:40:54	    80.802 MHz	  5.4 V/m	-16.2 dBm	OK	IP0: 25931	(5.02 V/m)	Digital: 0XFF
09/10/2015 13:40:59	    81.206 MHz	  5.5 V/m	-16.1 dBm	OK	IP0: 25881	(5.09 V/m)	Digital: 0XFF
09/10/2015 13:41:05	    81.612 MHz	  5.5 V/m	-16.2 dBm	OK	IP0: 25793	(5.09 V/m)	Digital: 0XFF
09/10/2015 13:41:10	    82.020 MHz	  5.6 V/m	-16.2 dBm	OK	IP0: 25714	(5.09 V/m)	Digital: 0XFF
09/10/2015 13:41:16	    82.430 MHz	  5.7 V/m	-16.3 dBm	OK	IP0: 25639	(5.10 V/m)	Digital: 0XFF
09/10/2015 13:41:21	    82.842 MHz	  5.7 V/m	-16.5 dBm	OK	IP0: 25519	(5.10 V/m)	Digital: 0XFF
09/10/2015 13:41:26	    83.257 MHz	  5.7 V/m	-16.6 dBm	OK	IP0: 25389	(5.09 V/m)	Digital: 0XFF
09/10/2015 13:41:31	    83.673 MHz	  5.8 V/m	-16.7 dBm	OK	IP0: 25258	(5.06 V/m)	Digital: 0XFF
09/10/2015 13:41:37	    84.091 MHz	  5.8 V/m	-16.8 dBm	OK	IP0: 25170	(5.07 V/m)	Digital: 0XFF
09/10/2015 13:41:42	    84.512 MHz	  5.9 V/m	-16.8 dBm	OK	IP0: 25096	(5.04 V/m)	Digital: 0XFF
09/10/2015 13:41:48	    84.934 MHz	  6.0 V/m	-16.8 dBm	OK	IP0: 25030	(5.03 V/m)	Digital: 0XFF
09/10/2015 13:41:53	    85.359 MHz	  6.0 V/m	-16.9 dBm	OK	IP0: 24957	(5.03 V/m)	Digital: 0XFF
09/10/2015 13:41:58	    85.786 MHz	  6.1 V/m	-16.9 dBm	OK	IP0: 24851	(5.04 V/m)	Digital: 0XFF
09/10/2015 13:42:04	    86.215 MHz	  6.1 V/m	-16.9 dBm	OK	IP0: 24749	(5.01 V/m)	Digital: 0XFF
09/10/2015 13:42:09	    86.646 MHz	  6.2 V/m	-16.8 dBm	OK	IP0: 24695	(5.00 V/m)	Digital: 0XFF
09/10/2015 13:42:14	    87.079 MHz	  6.3 V/m	-16.7 dBm	OK	IP0: 24622	(4.99 V/m)	Digital: 0XFF
09/10/2015 13:42:20	    87.514 MHz	  6.3 V/m	-16.7 dBm	OK	IP0: 24575	(5.00 V/m)	Digital: 0XFF
09/10/2015 13:42:25	    87.952 MHz	  6.3 V/m	-16.6 dBm	OK	IP0: 24506	(5.01 V/m)	Digital: 0XFF
09/10/2015 13:42:30	    88.392 MHz	  6.3 V/m	-16.7 dBm	OK	IP0: 24394	(5.01 V/m)	Digital: 0XFF
09/10/2015 13:42:36	    88.834 MHz	  6.3 V/m	-16.7 dBm	OK	IP0: 24277	(5.02 V/m)	Digital: 0XFF
09/10/2015 13:42:41	    89.278 MHz	  6.3 V/m	-16.6 dBm	OK	IP0: 24224	(5.04 V/m)	Digital: 0XFF
09/10/2015 13:42:46	    89.724 MHz	  6.2 V/m	-16.7 dBm	OK	IP0: 24154	(5.05 V/m)	Digital: 0XFF
09/10/2015 13:42:52	    90.173 MHz	  6.1 V/m	-16.8 dBm	OK	IP0: 24050	(5.07 V/m)	Digital: 0XFF
09/10/2015 13:42:57	    90.624 MHz	  6.1 V/m	-16.9 dBm	OK	IP0: 23942	(5.07 V/m)	Digital: 0XFF
09/10/2015 13:43:02	    91.077 MHz	  6.0 V/m	-17.0 dBm	OK	IP0: 23824	(5.06 V/m)	Digital: 0XFF
09/10/2015 13:43:07	    91.532 MHz	  6.0 V/m	-17.1 dBm	OK	IP0: 23743	(5.07 V/m)	Digital: 0XFF
09/10/2015 13:43:13	    91.990 MHz	  5.9 V/m	-17.2 dBm	OK	IP0: 23676	(5.08 V/m)	Digital: 0XFF
09/10/2015 13:43:18	    92.450 MHz	  5.9 V/m	-17.2 dBm	OK	IP0: 23708	(5.06 V/m)	Digital: 0XFF
09/10/2015 13:43:24	    92.912 MHz	  5.9 V/m	-17.1 dBm	OK	IP0: 23749	(5.06 V/m)	Digital: 0XFF
09/10/2015 13:43:29	    93.377 MHz	  6.0 V/m	-17.0 dBm	OK	IP0: 23803	(5.05 V/m)	Digital: 0XFF
09/10/2015 13:43:34	    93.843 MHz	  6.1 V/m	-16.9 dBm	OK	IP0: 23896	(5.05 V/m)	Digital: 0XFF
09/10/2015 13:43:40	    94.313 MHz	  6.1 V/m	-16.7 dBm	OK	IP0: 23993	(5.06 V/m)	Digital: 0XFF
09/10/2015 13:43:45	    94.784 MHz	  6.2 V/m	-16.6 dBm	OK	IP0: 24091	(5.08 V/m)	Digital: 0XFF
09/10/2015 13:43:50	    95.258 MHz	  6.2 V/m	-16.5 dBm	OK	IP0: 24189	(5.10 V/m)	Digital: 0XFF
09/10/2015 13:43:56	    95.734 MHz	  5.9 V/m	-17.0 dBm	OK	IP0: 23960	(4.82 V/m)	Digital: 0XFF
09/10/2015 13:44:01	    96.213 MHz	  6.0 V/m	-16.7 dBm	OK	IP0: 24216	(4.99 V/m)	Digital: 0XFF
09/10/2015 13:44:06	    96.694 MHz	  6.1 V/m	-16.5 dBm	OK	IP0: 24404	(5.08 V/m)	Digital: 0XFF
