09/02/2016 12:43:12	     1.000 MHz	 10.4 V/m	-25.8 dBm	OK
09/02/2016 12:43:16	     1.010 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:19	     1.020 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:22	     1.030 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:25	     1.041 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:28	     1.051 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:31	     1.062 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:34	     1.072 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:37	     1.083 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:40	     1.094 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:44	     1.105 MHz	 10.4 V/m	-25.6 dBm	OK
09/02/2016 12:43:47	     1.116 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:43:50	     1.127 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:43:53	     1.138 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:43:56	     1.149 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:43:59	     1.161 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:03	     1.173 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:06	     1.184 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:09	     1.196 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:12	     1.208 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:15	     1.220 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:18	     1.232 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:22	     1.245 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:25	     1.257 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:28	     1.270 MHz	 10.5 V/m	-25.6 dBm	OK
09/02/2016 12:44:31	     1.282 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:34	     1.295 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:37	     1.308 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:41	     1.321 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:44	     1.335 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:47	     1.348 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:50	     1.361 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:53	     1.375 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:44:56	     1.389 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:00	     1.403 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:03	     1.417 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:07	     1.431 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:10	     1.445 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:14	     1.460 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:17	     1.474 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:21	     1.489 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:24	     1.504 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:28	     1.519 MHz	 10.7 V/m	-25.6 dBm	OK
09/02/2016 12:45:31	     1.534 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:35	     1.549 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:38	     1.565 MHz	 11.0 V/m	-25.6 dBm	OK
09/02/2016 12:45:41	     1.580 MHz	 11.0 V/m	-25.6 dBm	OK
