16/06/2016 13:13:27	     0.150 MHz	  4.1 V/m	-23.6 dBm	OK
16/06/2016 13:14:01	     0.160 MHz	  4.1 V/m	-22.4 dBm	OK
16/06/2016 13:14:05	     0.170 MHz	  5.1 V/m	-22.4 dBm	OK
16/06/2016 13:14:09	     0.180 MHz	  5.1 V/m	-22.9 dBm	OK
16/06/2016 13:14:13	     0.190 MHz	  5.0 V/m	-23.3 dBm	OK
16/06/2016 13:14:16	     0.200 MHz	  5.0 V/m	-23.3 dBm	OK
16/06/2016 13:14:20	     0.210 MHz	  4.8 V/m	-23.7 dBm	OK
16/06/2016 13:14:24	     0.220 MHz	  5.1 V/m	-23.7 dBm	OK
16/06/2016 13:14:28	     0.230 MHz	  4.8 V/m	-24.5 dBm	OK
16/06/2016 13:14:31	     0.240 MHz	  4.8 V/m	-24.5 dBm	OK
16/06/2016 13:14:35	     0.250 MHz	  5.0 V/m	-24.5 dBm	OK
16/06/2016 13:14:38	     0.260 MHz	  5.1 V/m	-24.5 dBm	OK
16/06/2016 13:14:42	     0.270 MHz	  5.0 V/m	-24.9 dBm	OK
16/06/2016 13:14:45	     0.280 MHz	  5.1 V/m	-24.9 dBm	OK
16/06/2016 13:14:49	     0.290 MHz	  5.0 V/m	-25.3 dBm	OK
16/06/2016 13:14:52	     0.300 MHz	  5.1 V/m	-25.3 dBm	OK
16/06/2016 13:14:56	     0.310 MHz	  4.7 V/m	-26.1 dBm	OK
16/06/2016 13:14:59	     0.320 MHz	  4.8 V/m	-26.1 dBm	OK
16/06/2016 13:15:02	     0.330 MHz	  4.8 V/m	-26.1 dBm	OK
16/06/2016 13:15:05	     0.340 MHz	  5.0 V/m	-26.1 dBm	OK
16/06/2016 13:15:09	     0.350 MHz	  5.0 V/m	-26.1 dBm	OK
16/06/2016 13:15:12	     0.360 MHz	  5.1 V/m	-26.1 dBm	OK
16/06/2016 13:15:16	     0.370 MHz	  5.0 V/m	-26.5 dBm	OK
16/06/2016 13:15:19	     0.380 MHz	  5.0 V/m	-26.5 dBm	OK
16/06/2016 13:15:23	     0.390 MHz	  5.1 V/m	-26.5 dBm	OK
16/06/2016 13:15:27	     0.400 MHz	  5.0 V/m	-26.9 dBm	OK
16/06/2016 13:15:31	     0.410 MHz	  5.0 V/m	-26.9 dBm	OK
16/06/2016 13:15:34	     0.420 MHz	  5.1 V/m	-26.9 dBm	OK
16/06/2016 13:15:37	     0.430 MHz	  5.1 V/m	-26.9 dBm	OK
16/06/2016 13:15:41	     0.440 MHz	  5.0 V/m	-27.3 dBm	OK
16/06/2016 13:15:44	     0.450 MHz	  5.0 V/m	-27.3 dBm	OK
16/06/2016 13:15:47	     0.460 MHz	  5.1 V/m	-27.3 dBm	OK
16/06/2016 13:15:50	     0.470 MHz	  5.1 V/m	-27.3 dBm	OK
16/06/2016 13:15:54	     0.480 MHz	  5.0 V/m	-27.7 dBm	OK
16/06/2016 13:15:57	     0.490 MHz	  5.0 V/m	-27.7 dBm	OK
16/06/2016 13:16:01	     0.500 MHz	  5.1 V/m	-27.7 dBm	OK
16/06/2016 13:16:04	     0.510 MHz	  5.1 V/m	-27.7 dBm	OK
16/06/2016 13:16:07	     0.520 MHz	  5.1 V/m	-27.7 dBm	OK
16/06/2016 13:16:11	     0.530 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:14	     0.540 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:17	     0.550 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:20	     0.560 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:23	     0.570 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:27	     0.580 MHz	  4.8 V/m	-28.5 dBm	OK
16/06/2016 13:16:31	     0.590 MHz	  5.0 V/m	-28.5 dBm	OK
16/06/2016 13:16:34	     0.600 MHz	  5.0 V/m	-28.5 dBm	OK
16/06/2016 13:16:37	     0.610 MHz	  5.0 V/m	-28.5 dBm	OK
16/06/2016 13:16:40	     0.620 MHz	  5.1 V/m	-28.5 dBm	OK
16/06/2016 13:16:44	     0.630 MHz	  5.1 V/m	-28.5 dBm	OK
