16/06/2016 13:13:27	     0.150 MHz	  4.1 V/m	-23.6 dBm	OK
16/06/2016 13:16:47	     0.640 MHz	  5.1 V/m	-28.5 dBm	OK
16/06/2016 13:16:50	     0.650 MHz	  5.1 V/m	-28.5 dBm	OK
16/06/2016 13:16:53	     0.660 MHz	  5.1 V/m	-28.5 dBm	OK
16/06/2016 13:16:57	     0.670 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:00	     0.680 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:03	     0.690 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:06	     0.700 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:09	     0.710 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:12	     0.720 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:15	     0.730 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:18	     0.740 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:21	     0.750 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:24	     0.760 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:27	     0.770 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:30	     0.780 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:33	     0.790 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:36	     0.800 MHz	  4.8 V/m	-29.3 dBm	OK
16/06/2016 13:17:40	     0.810 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:17:44	     0.820 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:17:48	     0.830 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:17:51	     0.840 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:17:54	     0.850 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:17:57	     0.860 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:00	     0.870 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:03	     0.880 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:06	     0.890 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:09	     0.900 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:13	     0.910 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:16	     0.920 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:19	     0.930 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:22	     0.940 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:25	     0.950 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:28	     0.960 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:32	     0.970 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:35	     0.980 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:39	     0.990 MHz	  5.0 V/m	-29.3 dBm	OK
16/06/2016 13:18:42	     1.000 MHz	  5.0 V/m	-29.3 dBm	OK
