17/11/2016 11:15:16	     5.000 MHz	 10.4 V/m	-20.3 dBm	OK
17/11/2016 11:15:20	     5.025 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:23	     5.050 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:26	     5.075 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:29	     5.101 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:32	     5.126 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:35	     5.152 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:38	     5.178 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:41	     5.204 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:44	     5.230 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:47	     5.256 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:50	     5.282 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:53	     5.308 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:56	     5.335 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:15:59	     5.362 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:02	     5.388 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:05	     5.415 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:08	     5.442 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:12	     5.470 MHz	 10.7 V/m	-20.1 dBm	OK
17/11/2016 11:16:15	     5.497 MHz	 10.7 V/m	-20.1 dBm	OK
17/11/2016 11:16:19	     5.524 MHz	 10.7 V/m	-20.1 dBm	OK
17/11/2016 11:16:22	     5.552 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:26	     5.580 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:29	     5.608 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:33	     5.636 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:36	     5.664 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:39	     5.692 MHz	 10.5 V/m	-20.1 dBm	OK
17/11/2016 11:16:43	     5.721 MHz	 10.4 V/m	-20.1 dBm	OK
17/11/2016 11:16:46	     5.749 MHz	 10.4 V/m	-20.1 dBm	OK
17/11/2016 11:16:50	     5.778 MHz	 10.4 V/m	-20.1 dBm	OK
17/11/2016 11:16:53	     5.807 MHz	 10.4 V/m	-20.1 dBm	OK
17/11/2016 11:16:57	     5.836 MHz	 10.5 V/m	-19.7 dBm	OK
17/11/2016 11:17:00	     5.865 MHz	 10.5 V/m	-19.7 dBm	OK
17/11/2016 11:17:04	     5.895 MHz	 10.5 V/m	-19.7 dBm	OK
17/11/2016 11:17:07	     5.924 MHz	 10.4 V/m	-19.7 dBm	OK
17/11/2016 11:17:10	     5.954 MHz	 10.4 V/m	-19.7 dBm	OK
17/11/2016 11:17:14	     5.983 MHz	 10.4 V/m	-19.5 dBm	OK
17/11/2016 11:17:17	     6.013 MHz	 10.4 V/m	-19.5 dBm	OK
17/11/2016 11:17:21	     6.043 MHz	 10.5 V/m	-19.1 dBm	OK
17/11/2016 11:17:24	     6.074 MHz	 10.4 V/m	-19.1 dBm	OK
17/11/2016 11:17:27	     6.104 MHz	 10.4 V/m	-19.1 dBm	OK
17/11/2016 11:17:31	     6.134 MHz	 10.5 V/m	-18.7 dBm	OK
