21/03/2016 13:13:29	  1000.000 MHz	 25.4 V/m	-11.6 dBm	OK	IP0: 27752	(10.55 V/m)	Digital: 0XFF
21/03/2016 13:13:35	  1005.000 MHz	 18.7 V/m	-11.1 dBm	OK	IP0: 27945	(11.60 V/m)	Digital: 0XFF
21/03/2016 13:13:40	  1010.025 MHz	 19.0 V/m	-10.7 dBm	OK	IP0: 28058	(11.58 V/m)	Digital: 0XFF
21/03/2016 13:13:45	  1015.075 MHz	 25.4 V/m	 -9.7 dBm	OK	IP0: 28749	(10.62 V/m)	Digital: 0XFF
21/03/2016 13:13:49	  1020.151 MHz	 28.7 V/m	 -8.5 dBm	OK	IP0: 29414	(10.49 V/m)	Digital: 0XFF
21/03/2016 13:13:55	  1025.251 MHz	 42.1 V/m	 -7.5 dBm	OK	IP0: 29951	(11.12 V/m)	Digital: 0XFF
21/03/2016 13:14:01	  1030.378 MHz	 43.2 V/m	 -8.6 dBm	OK	IP0: 29227	(11.55 V/m)	Digital: 0XFF
21/03/2016 13:14:07	  1035.529 MHz	 34.9 V/m	 -9.5 dBm	OK	IP0: 28770	(11.46 V/m)	Digital: 0XFF
21/03/2016 13:14:13	  1040.707 MHz	 31.9 V/m	-10.1 dBm	OK	IP0: 28488	(11.59 V/m)	Digital: 0XFF
21/03/2016 13:14:19	  1045.911 MHz	 28.6 V/m	-10.2 dBm	OK	IP0: 28455	(11.43 V/m)	Digital: 0XFF
21/03/2016 13:14:25	  1051.140 MHz	 20.0 V/m	 -9.8 dBm	OK	IP0: 28680	(11.52 V/m)	Digital: 0XFF
21/03/2016 13:14:29	  1056.396 MHz	 22.7 V/m	 -9.3 dBm	OK	IP0: 28917	(11.43 V/m)	Digital: 0XFF
21/03/2016 13:14:34	  1061.678 MHz	 24.1 V/m	 -8.5 dBm	OK	IP0: 29323	(11.58 V/m)	Digital: 0XFF
21/03/2016 13:14:40	  1066.986 MHz	 17.2 V/m	 -9.4 dBm	OK	IP0: 28852	(11.44 V/m)	Digital: 0XFF
21/03/2016 13:14:46	  1072.321 MHz	  6.8 V/m	-10.9 dBm	OK	IP0: 28000	(11.47 V/m)	Digital: 0XFF
21/03/2016 13:14:50	  1077.683 MHz	  8.1 V/m	 -9.9 dBm	OK	IP0: 28649	(10.52 V/m)	Digital: 0XFF
21/03/2016 13:14:55	  1083.071 MHz	 11.5 V/m	 -8.6 dBm	OK	IP0: 29456	(10.60 V/m)	Digital: 0XFF
21/03/2016 13:15:00	  1088.487 MHz	 19.8 V/m	 -7.6 dBm	OK	IP0: 30001	(10.89 V/m)	Digital: 0XFF
21/03/2016 13:15:06	  1093.929 MHz	 26.3 V/m	 -8.0 dBm	OK	IP0: 29724	(11.55 V/m)	Digital: 0XFF
21/03/2016 13:15:12	  1099.399 MHz	 29.7 V/m	 -9.1 dBm	OK	IP0: 29004	(11.41 V/m)	Digital: 0XFF
21/03/2016 13:15:18	  1104.896 MHz	 21.2 V/m	-10.1 dBm	OK	IP0: 28383	(11.40 V/m)	Digital: 0XFF
21/03/2016 13:15:23	  1110.420 MHz	 15.2 V/m	-10.1 dBm	OK	IP0: 28462	(11.44 V/m)	Digital: 0XFF
21/03/2016 13:15:29	  1115.972 MHz	 13.2 V/m	-10.0 dBm	OK	IP0: 28670	(11.43 V/m)	Digital: 0XFF
21/03/2016 13:15:34	  1121.552 MHz	 14.1 V/m	 -9.5 dBm	OK	IP0: 29044	(11.46 V/m)	Digital: 0XFF
21/03/2016 13:15:39	  1127.160 MHz	 21.6 V/m	 -8.7 dBm	OK	IP0: 29461	(11.58 V/m)	Digital: 0XFF
21/03/2016 13:15:44	  1132.796 MHz	 29.4 V/m	 -7.7 dBm	OK	IP0: 29933	(11.40 V/m)	Digital: 0XFF
