13/09/2016 10:38:15	     1.000 MHz	 10.4 V/m	-16.9 dBm	OK
13/09/2016 10:38:19	     1.010 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:22	     1.020 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:25	     1.030 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:28	     1.041 MHz	 10.7 V/m	-16.5 dBm	OK
13/09/2016 10:38:31	     1.051 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:34	     1.062 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:37	     1.072 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:40	     1.083 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:44	     1.094 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:47	     1.105 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:50	     1.116 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:53	     1.127 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:56	     1.138 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:38:59	     1.149 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:39:03	     1.161 MHz	 10.5 V/m	-16.5 dBm	OK
13/09/2016 10:39:06	     1.173 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:09	     1.184 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:12	     1.196 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:15	     1.208 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:18	     1.220 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:22	     1.232 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:25	     1.245 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:29	     1.257 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:32	     1.270 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:35	     1.282 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:38	     1.295 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:42	     1.308 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:45	     1.321 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:49	     1.335 MHz	 10.4 V/m	-16.5 dBm	OK
13/09/2016 10:39:53	     1.348 MHz	 10.5 V/m	-16.3 dBm	OK
13/09/2016 10:39:56	     1.361 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:39:59	     1.375 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:02	     1.389 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:05	     1.403 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:08	     1.417 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:11	     1.431 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:15	     1.445 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:18	     1.460 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:21	     1.474 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:24	     1.489 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:27	     1.504 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:30	     1.519 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:33	     1.534 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:37	     1.549 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:41	     1.565 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:44	     1.580 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:47	     1.596 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:50	     1.612 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:53	     1.628 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:56	     1.645 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:40:59	     1.661 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:02	     1.678 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:05	     1.694 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:08	     1.711 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:12	     1.729 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:15	     1.746 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:18	     1.763 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:21	     1.781 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:24	     1.799 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:27	     1.817 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:31	     1.835 MHz	 10.4 V/m	-16.3 dBm	OK
13/09/2016 10:41:35	     1.853 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:38	     1.872 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:41	     1.890 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:44	     1.909 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:47	     1.928 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:51	     1.948 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:54	     1.967 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:41:57	     1.987 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:42:01	     2.007 MHz	 10.5 V/m	-16.1 dBm	OK
13/09/2016 10:42:04	     2.027 MHz	 10.5 V/m	-16.1 dBm	OK
