17/10/2017 09:17:39	     0.150 MHz	 11.2 V/m	-16.7 dBm	OK
17/10/2017 09:20:27	     0.620 MHz	 11.2 V/m	-20.9 dBm	OK
17/10/2017 09:20:30	     0.630 MHz	 11.2 V/m	-20.9 dBm	OK
17/10/2017 09:20:34	     0.640 MHz	 11.2 V/m	-21.0 dBm	OK
17/10/2017 09:20:37	     0.650 MHz	 11.2 V/m	-21.0 dBm	OK
17/10/2017 09:20:40	     0.660 MHz	 11.2 V/m	-21.0 dBm	OK
17/10/2017 09:20:44	     0.670 MHz	 11.2 V/m	-21.1 dBm	OK
17/10/2017 09:20:48	     0.680 MHz	 11.2 V/m	-21.1 dBm	OK
17/10/2017 09:20:51	     0.690 MHz	 11.2 V/m	-21.1 dBm	OK
17/10/2017 09:20:54	     0.700 MHz	 11.2 V/m	-21.2 dBm	OK
17/10/2017 09:20:57	     0.710 MHz	 11.2 V/m	-21.2 dBm	OK
17/10/2017 09:21:01	     0.720 MHz	 11.2 V/m	-21.2 dBm	OK
17/10/2017 09:21:04	     0.730 MHz	 11.2 V/m	-21.2 dBm	OK
17/10/2017 09:21:07	     0.740 MHz	 11.2 V/m	-21.2 dBm	OK
17/10/2017 09:21:11	     0.750 MHz	 11.2 V/m	-21.3 dBm	OK
17/10/2017 09:21:14	     0.760 MHz	 11.2 V/m	-21.3 dBm	OK
17/10/2017 09:21:17	     0.770 MHz	 11.2 V/m	-21.3 dBm	OK
17/10/2017 09:21:20	     0.780 MHz	 11.2 V/m	-21.3 dBm	OK
17/10/2017 09:21:23	     0.790 MHz	 11.2 V/m	-21.3 dBm	OK
17/10/2017 09:21:26	     0.800 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:30	     0.810 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:33	     0.820 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:36	     0.830 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:39	     0.840 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:42	     0.850 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:45	     0.860 MHz	 11.2 V/m	-21.4 dBm	OK
17/10/2017 09:21:49	     0.870 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:21:52	     0.880 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:21:55	     0.890 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:21:58	     0.900 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:01	     0.910 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:04	     0.920 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:08	     0.930 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:11	     0.940 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:14	     0.950 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:17	     0.960 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:20	     0.970 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:23	     0.980 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:27	     0.990 MHz	 11.2 V/m	-21.5 dBm	OK
17/10/2017 09:22:30	     1.000 MHz	 11.2 V/m	-21.5 dBm	OK
