28/06/2007 14:38:41	     1.000 MHz	  9.9 V/m	-11.1 dBm	OK
28/06/2007 14:38:44	     2.000 MHz	 10.0 V/m	-11.6 dBm	OK
28/06/2007 14:38:49	     3.000 MHz	  9.9 V/m	 -9.6 dBm	OK
28/06/2007 14:38:50	     4.000 MHz	  9.9 V/m	 -9.6 dBm	OK
28/06/2007 14:38:52	     5.000 MHz	 10.0 V/m	 -9.7 dBm	OK
28/06/2007 14:38:54	     6.000 MHz	 10.0 V/m	 -9.5 dBm	OK
28/06/2007 14:38:57	     7.000 MHz	  9.9 V/m	 -8.8 dBm	OK
28/06/2007 14:39:00	     8.000 MHz	 10.0 V/m	 -9.7 dBm	OK
28/06/2007 14:39:01	     9.000 MHz	 10.0 V/m	 -9.7 dBm	OK
28/06/2007 14:39:05	    10.000 MHz	  9.9 V/m	 -8.3 dBm	OK
28/06/2007 14:39:06	    11.000 MHz	  9.9 V/m	 -8.3 dBm	OK
28/06/2007 14:39:09	    12.000 MHz	 10.0 V/m	 -9.1 dBm	OK
28/06/2007 14:39:10	    13.000 MHz	 10.0 V/m	 -9.1 dBm	OK
28/06/2007 14:39:14	    14.000 MHz	  9.9 V/m	 -7.1 dBm	OK
28/06/2007 14:39:17	    15.000 MHz	 10.0 V/m	 -8.2 dBm	OK
28/06/2007 14:39:19	    16.000 MHz	 10.0 V/m	 -8.5 dBm	OK
28/06/2007 14:39:24	    17.000 MHz	  9.9 V/m	 -6.7 dBm	OK
28/06/2007 14:39:25	    18.000 MHz	  9.9 V/m	 -6.7 dBm	OK
28/06/2007 14:39:26	    19.000 MHz	  9.9 V/m	 -6.7 dBm	OK
28/06/2007 14:39:28	    20.000 MHz	 10.0 V/m	 -7.1 dBm	OK
28/06/2007 14:39:29	    21.000 MHz	 10.0 V/m	 -7.1 dBm	OK
28/06/2007 14:39:31	    22.000 MHz	 10.0 V/m	 -6.8 dBm	OK
28/06/2007 14:39:32	    23.000 MHz	 10.0 V/m	 -6.8 dBm	OK
28/06/2007 14:39:35	    24.000 MHz	  9.9 V/m	 -6.2 dBm	OK
28/06/2007 14:39:36	    25.000 MHz	  9.9 V/m	 -6.2 dBm	OK
28/06/2007 14:39:40	    26.000 MHz	 10.0 V/m	 -7.9 dBm	OK
28/06/2007 14:39:41	    27.000 MHz	 10.0 V/m	 -7.9 dBm	OK
28/06/2007 14:39:45	    28.000 MHz	  9.9 V/m	 -5.4 dBm	OK
28/06/2007 14:39:46	    29.000 MHz	  9.9 V/m	 -5.4 dBm	OK
28/06/2007 14:39:50	    30.000 MHz	 10.0 V/m	 -7.9 dBm	OK
28/06/2007 14:39:51	    31.000 MHz	 10.0 V/m	 -7.9 dBm	OK
28/06/2007 14:39:54	    32.000 MHz	  9.9 V/m	 -6.4 dBm	OK
28/06/2007 14:39:55	    33.000 MHz	  9.9 V/m	 -6.4 dBm	OK
28/06/2007 14:39:57	    34.000 MHz	 10.0 V/m	 -7.1 dBm	OK
28/06/2007 14:39:58	    35.000 MHz	 10.0 V/m	 -7.1 dBm	OK
28/06/2007 14:40:01	    36.000 MHz	 10.0 V/m	 -7.4 dBm	OK
28/06/2007 14:40:02	    37.000 MHz	 10.0 V/m	 -7.4 dBm	OK
28/06/2007 14:40:05	    38.000 MHz	  9.9 V/m	 -6.9 dBm	OK
28/06/2007 14:40:06	    39.000 MHz	  9.9 V/m	 -6.9 dBm	OK
28/06/2007 14:40:10	    40.000 MHz	  9.9 V/m	 -8.7 dBm	OK
28/06/2007 14:40:11	    41.000 MHz	  9.9 V/m	 -8.7 dBm	OK
28/06/2007 14:40:15	    42.000 MHz	  9.9 V/m	 -7.1 dBm	OK
28/06/2007 14:40:16	    43.000 MHz	  9.9 V/m	 -7.1 dBm	OK
28/06/2007 14:40:20	    44.000 MHz	 10.0 V/m	 -8.7 dBm	OK
28/06/2007 14:40:21	    45.000 MHz	 10.0 V/m	 -8.7 dBm	OK
28/06/2007 14:40:24	    46.000 MHz	  9.9 V/m	 -7.8 dBm	OK
28/06/2007 14:40:25	    47.000 MHz	  9.9 V/m	 -7.8 dBm	OK
28/06/2007 14:40:28	    48.000 MHz	  9.9 V/m	 -8.9 dBm	OK
28/06/2007 14:40:29	    49.000 MHz	  9.9 V/m	 -8.9 dBm	OK
28/06/2007 14:40:32	    50.000 MHz	  9.9 V/m	 -9.2 dBm	OK
28/06/2007 14:40:33	    51.000 MHz	 10.0 V/m	 -9.2 dBm	OK
28/06/2007 14:40:36	    52.000 MHz	  9.9 V/m	 -8.4 dBm	OK
28/06/2007 14:40:39	    53.000 MHz	 10.0 V/m	 -8.8 dBm	OK
28/06/2007 14:40:42	    54.000 MHz	  9.9 V/m	 -9.9 dBm	OK
28/06/2007 14:40:45	    55.000 MHz	  9.9 V/m	 -9.4 dBm	OK
28/06/2007 14:40:48	    56.000 MHz	  9.9 V/m	 -8.9 dBm	OK
28/06/2007 14:40:52	    57.000 MHz	  9.9 V/m	-10.0 dBm	OK
28/06/2007 14:40:53	    58.000 MHz	 10.0 V/m	-10.0 dBm	OK
28/06/2007 14:40:57	    59.000 MHz	 10.0 V/m	 -8.9 dBm	OK
28/06/2007 14:40:59	    60.000 MHz	 10.0 V/m	 -9.2 dBm	OK
28/06/2007 14:41:02	    61.000 MHz	 10.0 V/m	-10.2 dBm	OK
28/06/2007 14:41:04	    62.000 MHz	  9.9 V/m	-10.0 dBm	OK
28/06/2007 14:41:07	    63.000 MHz	  9.9 V/m	 -9.6 dBm	OK
28/06/2007 14:41:10	    64.000 MHz	 10.0 V/m	-10.1 dBm	OK
28/06/2007 14:41:12	    65.000 MHz	 10.0 V/m	-10.3 dBm	OK
28/06/2007 14:41:15	    66.000 MHz	 10.0 V/m	 -9.6 dBm	OK
28/06/2007 14:41:16	    67.000 MHz	 10.0 V/m	 -9.6 dBm	OK
28/06/2007 14:41:19	    68.000 MHz	 10.0 V/m	-10.5 dBm	OK
28/06/2007 14:41:22	    69.000 MHz	 10.0 V/m	-10.1 dBm	OK
28/06/2007 14:41:25	    70.000 MHz	  9.9 V/m	 -9.8 dBm	OK
28/06/2007 14:41:28	    71.000 MHz	  9.9 V/m	-10.2 dBm	OK
28/06/2007 14:41:30	    72.000 MHz	 10.0 V/m	-10.5 dBm	OK
28/06/2007 14:41:32	    73.000 MHz	  9.9 V/m	-10.3 dBm	OK
28/06/2007 14:41:33	    74.000 MHz	  9.9 V/m	-10.3 dBm	OK
28/06/2007 14:41:36	    75.000 MHz	 10.0 V/m	-10.8 dBm	OK
